attempts,comments,lloc,system_access,exam_grade,events,tests,exercises_list_grade,copy_paste,syntax_error,IDE_usage,error_quotient,conditions,vars,final_grade
68.0,11,99,6,0.0,255.47,0.0,6.67,0.43,0.4,71.19,9.18,0.0,2.5,5.29
83.0,2,99,5,0.0,408.06,0.0,6.67,0.02,0.51,94.74,7.88,0.0,3.16,6.73
40.0,14,108,5,0.0,276.78,0.0,6.67,0.03,0.33,142.1,2.17,0.0,2.68,6.13
209.0,47,91,4,0.0,420.53,0.0,5.71,0.55,0.27,103.99,12.29,0.0,2.94,5.86
46.0,2,104,4,0.0,212.12,0.0,6.67,0.02,0.26,68.07,1.53,0.0,2.89,7.63
71.0,0,96,13,0.0,378.94,0.0,6.67,0.04,0.34,91.42,7.44,0.0,2.82,6.84
9.0,0,35,16,0.0,447.4,0.0,0.0,0.0,0.56,41.79,0.0,0.0,4.8,0.0
27.0,0,27,10,0.0,107.14,0.0,0.0,0.0,0.41,40.77,0.0,0.0,0.38,0.0
42.0,10,101,22,0.0,270.94,0.0,0.0,0.12,0.5,113.03,4.06,0.0,3.0,0.0
10.0,0,34,9,0.0,199.12,0.0,0.0,1.29,0.1,41.43,-1.0,0.0,0.89,0.0
16.0,16,76,2,0.0,387.36,0.0,3.81,0.0,0.31,77.87,0.0,0.0,4.0,0.39
7.0,0,26,1,0.0,274.4,0.0,1.33,0.16,0.0,25.63,-1.0,0.0,2.6,0.05
6.0,0,6,42,0.0,154.0,0.0,0.0,0.54,0.0,3.31,-1.0,0.0,0.0,0.0
71.0,0,101,57,5.0,649.83,0.17,6.67,0.04,0.35,94.63,5.22,0.0,1.41,6.59
186.0,0,95,61,0.0,384.18,0.0,6.19,0.43,0.35,155.83,17.17,0.0,2.21,2.69
56.0,2,112,55,10.0,268.88,0.0,6.67,0.13,0.2,78.85,1.17,0.0,2.89,8.67
75.0,0,106,21,10.0,211.5,0.0,6.67,1.76,0.16,80.06,2.17,0.0,2.53,2.5
107.0,0,106,42,5.0,424.17,0.0,6.67,0.02,0.36,186.19,8.72,0.0,2.32,6.54
237.0,0,116,79,0.0,697.72,0.0,6.67,0.26,0.67,200.71,35.35,0.0,2.68,5.96
156.0,0,110,40,0.0,245.41,0.0,6.67,0.08,0.56,86.37,24.44,0.0,2.32,5.97
121.0,0,119,87,10.0,595.44,0.0,6.67,0.06,0.53,139.53,12.65,0.0,2.84,9.36
41.0,0,112,92,10.0,268.17,0.0,6.67,0.01,0.12,107.46,-1.0,0.0,2.95,3.28
103.0,0,107,125,0.0,363.12,0.0,6.67,0.21,0.19,157.87,2.89,0.0,2.26,4.02
184.0,0,103,34,5.0,388.65,0.0,6.67,0.22,0.59,106.14,22.89,0.0,2.11,5.88
109.0,0,105,49,5.0,583.28,0.0,6.67,0.19,0.31,162.72,4.47,0.0,2.37,6.5
71.0,0,77,28,0.0,261.25,0.0,5.33,0.51,0.31,55.13,4.12,0.0,1.82,1.55
144.0,0,107,33,0.0,259.22,0.0,6.67,0.0,0.45,51.45,14.06,0.0,2.16,5.64
37.0,0,91,7,0.0,290.19,0.0,6.67,0.77,0.32,129.15,2.94,0.0,2.0,0.11
83.0,0,109,27,10.0,464.33,0.0,6.67,0.02,0.19,108.66,0.72,0.0,2.84,0.81
179.0,0,102,42,0.0,383.06,0.06,6.67,0.11,0.81,204.86,28.06,0.0,2.21,7.65
217.0,0,96,37,0.0,437.22,0.0,6.67,0.11,0.72,87.37,51.39,0.0,1.35,4.4
66.0,0,40,4,0.0,359.64,0.0,3.67,2.6,0.42,80.25,10.91,0.0,1.0,0.06
74.0,0,112,21,5.0,462.0,0.0,6.67,0.06,0.5,136.74,11.24,0.0,2.63,1.17
139.0,0,101,37,0.0,352.94,0.0,6.67,0.15,0.53,72.55,14.17,0.0,1.89,8.82
18.0,0,24,1,0.0,138.17,0.0,2.86,0.05,0.0,28.45,-1.0,0.0,0.0,3.96
77.0,6,105,30,10.0,365.5,0.0,6.67,0.32,0.36,90.85,5.67,0.0,2.42,2.01
102.0,0,99,56,0.0,392.06,0.0,6.67,0.12,0.29,150.47,5.78,0.0,2.11,4.16
137.0,0,106,72,10.0,285.56,0.0,6.67,0.03,0.34,125.04,3.78,0.0,2.79,10.0
30.0,0,109,67,10.0,305.11,0.0,6.67,0.14,0.13,60.2,0.0,0.0,2.5,10.0
79.0,0,86,49,0.0,416.35,0.0,6.67,0.01,0.22,150.95,3.12,0.0,2.32,8.27
71.0,0,97,40,5.0,334.39,0.0,6.67,0.19,0.35,96.19,3.71,0.0,2.11,5.83
84.0,0,114,38,10.0,412.83,0.0,6.67,0.01,0.42,125.72,14.94,0.0,2.63,5.44
79.0,0,88,57,5.0,428.33,0.06,5.86,0.38,0.33,151.08,7.76,0.0,2.17,7.25
87.0,0,95,22,0.0,317.0,0.0,6.67,0.33,0.6,109.87,17.78,0.0,2.21,2.46
44.0,0,96,28,0.0,124.06,0.0,6.67,0.2,0.3,53.58,1.71,0.0,2.33,2.87
67.0,0,106,24,0.0,229.41,0.0,6.33,0.21,0.45,100.36,5.83,0.0,2.32,1.61
45.0,0,104,87,0.0,388.89,0.06,6.19,0.06,0.31,208.4,1.53,0.0,2.37,5.18
45.0,0,62,5,0.0,418.13,0.0,3.38,0.05,0.33,85.49,1.73,0.0,0.86,0.08
313.0,5,32,37,0.0,434.25,0.0,0.0,0.07,0.15,55.84,56.44,0.0,0.25,0.0
39.0,0,123,45,10.0,443.33,0.0,6.67,0.08,0.13,96.99,0.0,0.0,3.32,10.0
39.0,0,117,39,10.0,283.05,0.0,6.67,0.39,0.38,62.95,3.06,0.0,3.21,8.41
55.0,0,103,81,0.0,350.83,0.0,6.67,0.15,0.44,89.71,3.71,0.0,2.68,5.45
28.0,0,102,29,0.0,240.44,0.0,6.67,0.04,0.11,57.76,0.0,0.0,2.88,2.46
24.0,0,104,37,10.0,336.32,0.0,6.67,0.17,0.0,69.39,-1.0,0.0,2.22,6.25
8.0,0,28,6,0.0,450.0,0.0,3.33,0.1,0.12,38.44,-1.0,0.0,0.57,0.11
13.0,0,28,2,0.0,80.0,0.0,3.33,2.46,0.0,15.42,-1.0,0.0,0.57,0.11
7.0,0,26,1,0.0,88.67,0.0,3.33,1.59,0.0,15.03,-1.0,0.0,0.29,0.11
7.0,0,29,5,0.0,54.17,0.0,3.33,0.02,0.0,6.17,-1.0,0.0,0.71,0.11
5.0,0,67,20,0.0,120.67,0.0,1.81,21.84,0.0,28.97,-1.0,0.0,2.54,0.64
12.0,0,29,2,0.0,110.29,0.0,3.33,1.08,0.08,20.93,-1.0,0.0,0.71,0.11
61.0,0,103,13,0.0,327.06,0.0,6.33,0.02,0.59,121.88,8.17,0.0,2.22,0.16
92.0,1,89,16,10.0,432.71,0.0,6.33,0.18,0.53,97.89,11.88,0.0,1.59,0.0
21.0,0,37,23,0.0,298.44,0.0,1.33,-1.0,0.29,43.57,0.0,0.0,2.56,0.48
24.0,0,49,7,0.0,528.5,0.0,1.67,0.0,0.04,52.82,-1.0,0.0,2.89,0.09
54.0,0,97,12,0.0,305.56,0.0,6.67,0.08,0.41,98.43,4.33,0.0,2.47,0.87
85.0,0,31,31,0.0,382.12,0.0,0.0,0.04,0.24,34.45,10.43,0.0,0.29,0.0
12.0,0,28,20,0.0,86.83,0.0,3.33,-1.0,0.08,16.54,-1.0,0.0,0.57,5.09
31.0,0,25,27,0.0,295.71,0.0,3.33,0.0,0.0,34.2,-1.0,0.0,0.0,5.45
17.0,4,35,25,10.0,210.25,0.0,3.33,0.0,0.18,27.65,0.0,0.0,0.38,7.83
30.0,0,27,3,0.0,347.71,0.0,3.33,0.11,0.3,44.09,0.0,0.0,0.0,0.11
39.0,0,110,19,10.0,322.28,0.0,6.67,0.25,0.21,71.72,0.0,0.0,2.83,0.0
129.0,13,119,51,10.0,692.72,0.0,6.67,0.15,0.1,135.09,0.76,0.0,3.06,5.93
51.0,0,53,13,0.0,317.91,0.0,4.0,0.52,0.18,86.4,1.3,0.0,1.91,0.14
116.0,18,88,17,0.0,219.36,0.0,3.81,0.0,0.13,38.24,1.18,0.0,4.58,0.24
107.0,6,117,30,5.0,463.78,0.0,6.67,0.13,0.43,104.75,11.06,0.0,3.11,0.0
43.0,3,110,37,10.0,334.06,0.0,6.67,0.0,0.23,143.25,1.44,0.0,2.89,7.4
84.0,0,103,41,5.0,636.11,0.0,5.67,0.04,0.33,151.1,6.83,0.0,3.11,0.0
89.0,53,111,30,10.0,558.67,0.0,6.67,0.32,0.35,228.48,5.11,0.0,3.06,6.92
114.0,12,144,31,0.0,339.18,0.0,5.67,0.28,0.69,159.21,33.11,0.0,3.16,0.0
25.0,0,26,2,0.0,281.0,0.0,3.33,0.46,0.04,31.08,-1.0,0.0,0.29,0.11
26.0,21,132,3,0.0,96.93,0.0,6.33,0.33,0.04,28.18,-1.0,0.0,2.67,0.22
33.0,0,101,28,10.0,729.83,0.0,6.67,0.01,0.0,158.76,-1.0,0.0,2.84,0.0
79.0,2,67,19,10.0,307.54,0.0,4.67,0.16,0.3,84.78,8.15,0.0,2.29,5.06
143.0,0,108,92,10.0,493.56,0.0,6.67,0.16,0.31,154.46,13.44,0.0,2.89,9.16
115.0,0,110,42,10.0,408.41,0.0,6.67,0.01,0.49,165.03,14.61,0.0,3.0,5.5
31.0,0,36,16,10.0,194.0,0.0,3.33,0.14,0.26,37.8,0.0,0.0,0.5,0.0
15.0,0,21,3,0.0,621.5,0.0,1.43,0.49,0.07,39.14,-1.0,0.0,0.0,0.05
22.0,0,24,5,0.0,68.43,0.0,1.43,1.63,0.0,27.82,-1.0,0.0,0.0,0.08
54.0,11,109,29,10.0,280.78,0.0,6.67,0.06,0.41,91.5,3.33,0.0,3.06,7.53
29.0,0,111,29,10.0,260.0,0.0,6.67,0.07,0.17,98.0,0.0,0.0,3.28,9.34
33.0,79,127,19,10.0,39.31,0.0,6.67,12.6,0.03,23.58,-1.0,0.06,3.06,8.11
28.0,0,24,58,0.0,86.17,0.0,0.0,0.04,0.0,10.96,-1.0,0.0,0.0,0.0
43.0,11,110,16,10.0,110.53,0.0,6.67,0.74,0.19,34.96,0.0,0.0,2.33,5.14
73.0,5,99,34,10.0,262.24,0.0,6.67,0.24,0.32,90.46,2.18,0.0,2.56,0.0
58.0,5,109,39,10.0,249.06,0.0,6.67,0.2,0.38,84.04,0.61,0.0,3.0,0.0
169.0,0,127,51,5.0,401.65,0.0,6.67,0.53,0.15,244.54,9.39,0.0,2.79,2.62
87.0,0,48,22,0.0,590.82,0.0,4.0,0.4,0.62,96.62,37.2,0.0,1.91,0.0
32.0,0,24,2,0.0,200.33,0.0,3.33,0.06,0.22,30.58,2.17,0.0,0.0,0.11
37.0,0,117,37,10.0,69.89,0.0,6.67,0.82,0.35,30.8,0.72,0.0,3.17,0.0
125.0,0,111,14,10.0,255.5,0.0,6.67,0.03,0.44,52.07,12.5,0.0,3.53,0.0
208.0,0,89,24,0.0,383.31,0.0,6.67,0.12,0.75,87.63,86.19,0.0,2.41,1.35
137.0,0,140,32,0.0,388.28,0.0,6.67,8.87,0.53,149.23,16.11,0.0,3.0,5.02
101.0,168,104,52,10.0,1254.17,0.0,6.67,0.51,0.16,262.94,2.89,0.0,3.0,0.0
52.0,0,105,28,10.0,286.72,0.0,6.67,0.07,0.1,114.45,-1.0,0.0,3.11,7.21
49.0,7,43,10,0.0,277.55,0.0,5.0,0.24,0.43,70.13,5.55,0.0,1.83,0.0
91.0,14,122,21,5.0,156.0,0.0,6.67,0.5,0.45,65.28,6.28,0.0,2.84,1.3
14.0,0,24,4,0.0,210.17,0.0,3.33,0.7,0.07,52.32,-1.0,0.0,0.0,0.0
21.0,5,29,10,0.0,224.78,0.0,3.67,0.26,0.24,59.24,0.0,0.0,0.38,0.0
47.0,0,115,11,10.0,468.44,0.0,6.67,0.09,0.3,95.24,1.53,0.0,3.11,0.0
16.0,0,21,11,0.0,522.5,0.0,1.43,2.18,0.0,25.14,-1.0,0.0,0.0,0.0
185.0,0,59,13,0.0,799.5,0.0,4.0,0.73,0.68,142.94,117.0,0.0,2.17,0.0
291.0,121,105,77,10.0,680.17,0.0,6.67,0.79,0.51,193.54,82.56,0.0,2.26,8.86
39.0,1,75,32,0.0,247.86,0.0,0.0,0.21,0.41,53.63,4.85,0.0,2.36,0.0
35.0,12,99,14,0.0,135.5,0.0,5.67,147.26,0.17,43.36,-1.0,0.0,2.27,0.0
26.0,0,126,27,10.0,260.89,0.0,6.67,0.21,0.15,75.62,0.0,0.0,3.16,3.95
36.0,78,110,22,10.0,459.89,0.0,6.67,0.88,0.03,144.7,-1.0,0.79,3.21,0.0
35.0,0,144,6,0.0,96.94,0.0,6.67,0.29,0.46,32.26,1.53,0.0,2.88,0.0
87.0,76,127,22,10.0,516.22,0.0,6.67,0.59,0.43,122.94,1.44,1.0,3.17,5.47
42.0,90,103,8,0.0,158.12,0.0,6.67,0.87,0.48,51.59,3.44,0.65,2.75,1.8
21.0,4,24,4,0.0,458.14,0.0,2.38,-1.0,0.24,79.5,0.0,0.0,0.0,0.08
48.0,58,111,15,10.0,284.0,0.0,6.67,0.93,0.23,127.15,0.0,0.37,3.0,2.09
54.0,5,110,54,10.0,154.11,0.0,6.67,22.29,0.31,39.56,3.24,0.0,3.0,0.0
59.0,5,42,8,0.0,258.22,0.0,4.0,0.65,0.36,45.38,13.56,0.0,1.3,0.0
25.0,0,24,1,0.0,151.0,0.0,3.33,4.54,0.56,29.57,14.75,0.0,0.0,0.0
48.0,0,110,15,10.0,226.59,0.0,6.19,0.37,0.04,80.96,-1.0,0.0,3.06,1.54
196.0,2,87,26,10.0,424.35,0.0,5.05,0.19,0.45,85.24,29.81,0.0,2.81,5.0
31.0,1,134,13,0.0,64.12,0.0,6.33,8.23,0.1,19.66,0.0,0.0,2.71,0.0
9.0,12,20,2,0.0,722.0,0.0,0.95,0.02,0.0,50.07,-1.0,0.6,0.0,0.0
77.0,10,113,17,0.0,736.75,0.0,5.33,0.12,0.44,145.22,1.62,0.0,2.94,0.0
105.0,24,106,22,10.0,677.94,0.0,6.0,0.56,0.4,127.22,2.89,0.0,2.94,4.52
165.0,5,109,51,10.0,561.72,0.0,6.67,0.1,0.48,163.74,1.44,0.0,3.0,8.73
13.0,0,94,18,10.0,419.77,0.0,3.81,0.0,0.0,72.17,0.0,0.0,4.79,6.35
19.0,0,114,32,10.0,382.47,0.0,6.67,0.13,0.0,95.41,0.0,0.0,3.63,9.15
21.0,1,113,30,10.0,451.72,0.0,6.67,0.69,0.1,103.89,-1.0,0.0,3.16,6.42
28.0,5,117,21,10.0,310.94,0.0,6.67,0.5,0.18,89.5,0.0,0.0,3.74,8.69
62.0,12,127,15,10.0,413.35,0.0,6.67,0.29,0.16,112.9,0.0,0.0,3.17,0.0
79.0,28,112,24,10.0,562.89,0.0,6.0,0.23,0.22,94.95,0.0,0.0,2.94,7.73
29.0,1,106,23,10.0,314.33,0.0,6.67,0.07,0.17,99.32,0.72,0.0,3.11,6.91
23.0,35,90,29,10.0,736.88,0.0,6.0,1.24,0.04,179.39,-1.0,0.33,2.56,9.4
35.0,0,112,18,10.0,395.72,0.18,6.67,0.16,0.2,110.39,0.72,0.0,3.11,5.26
86.0,14,39,21,0.0,436.92,0.0,3.19,2.33,0.58,107.32,22.0,0.0,2.07,0.0
148.0,0,108,42,10.0,677.35,0.0,6.67,0.01,0.49,319.9,9.88,0.0,3.32,6.49
60.0,104,121,47,10.0,911.17,0.22,6.33,1.21,0.45,200.91,3.39,0.0,1.35,6.67
43.0,3,109,29,10.0,395.33,0.0,6.67,1.08,0.23,153.89,0.72,0.0,3.16,6.28
116.0,9,61,66,0.0,695.8,0.0,4.0,0.0,0.16,168.43,2.0,0.0,2.33,5.01
79.0,0,114,28,10.0,412.58,0.0,6.67,0.24,0.38,104.48,4.59,0.0,3.28,2.33
7.0,0,42,18,0.0,117.0,0.0,3.33,27.06,0.0,26.05,-1.0,0.0,0.75,0.0
5.0,0,26,5,0.0,120.6,0.0,0.0,0.0,0.0,23.93,-1.0,0.0,0.5,0.0
77.0,12,102,25,10.0,780.56,0.0,6.33,0.2,0.08,173.82,0.0,0.0,2.21,1.83
86.0,0,116,65,5.0,714.11,0.0,6.67,0.2,0.22,240.94,0.0,0.0,3.11,5.99
39.0,0,111,42,10.0,400.22,0.0,6.67,0.25,0.31,127.44,0.76,0.0,3.06,2.01
9.0,5,40,11,0.0,69.7,0.0,3.67,38.53,0.11,10.26,-1.0,0.0,1.0,0.53
7.0,17,17,17,0.0,101.86,0.29,1.29,0.0,0.29,24.8,-1.0,0.0,1.0,3.09
7.0,5,25,10,5.0,382.83,0.0,1.29,0.18,0.14,23.39,-1.0,0.0,2.5,0.0
81.0,10,107,13,10.0,339.41,0.0,5.52,0.38,0.26,85.8,4.29,0.0,3.44,0.0
66.0,0,110,22,10.0,268.32,0.0,6.67,1.95,0.0,56.36,-1.0,0.0,3.06,6.13
42.0,3,46,40,0.0,1251.22,0.0,2.33,0.06,0.12,219.25,2.89,0.0,3.33,3.51
47.0,0,119,30,5.0,574.67,0.0,6.19,0.09,0.49,155.67,7.28,0.0,3.21,5.46
41.0,0,80,34,10.0,488.58,0.0,3.33,2.02,0.12,191.87,0.0,0.0,4.36,5.75
3.0,0,14,28,0.0,416.5,0.0,0.67,0.06,0.33,47.53,-1.0,0.0,3.0,3.15
23.0,18,35,11,0.0,1074.2,0.0,0.67,1.05,0.52,36.98,23.0,0.0,5.2,0.04
16.0,4,40,24,0.0,299.71,0.0,3.33,0.52,0.25,113.32,0.0,0.0,0.46,3.46
31.0,1,75,35,10.0,160.33,0.42,2.95,0.14,0.29,16.93,0.0,0.0,2.25,6.22
77.0,58,100,28,10.0,495.44,0.0,6.0,0.35,0.3,241.04,2.61,0.0,2.74,5.03
35.0,4,8,5,0.0,428.17,0.0,1.43,0.38,0.14,66.72,0.0,0.0,0.0,0.0
5.0,8,7,3,0.0,328.0,0.0,0.33,7.57,0.6,13.41,6.33,0.0,1.67,0.01
34.0,2,111,25,0.0,286.61,0.0,6.19,0.05,0.41,85.71,0.81,0.0,2.76,5.02
6.0,0,5,5,0.0,42.5,0.0,0.0,-1.0,1.0,1.92,22.5,0.0,2.0,0.0
59.0,66,91,22,10.0,681.59,0.0,5.67,1.25,0.15,121.41,0.76,0.0,2.33,2.0
11.0,0,17,10,5.0,760.6,3.2,0.0,0.12,0.91,15.04,48.0,0.0,3.2,0.85
42.0,4,32,16,0.0,369.25,5.88,1.9,0.0,0.31,33.03,28.43,0.0,0.0,0.0
27.0,4,27,8,0.0,518.88,0.0,2.38,0.17,0.07,53.51,-1.0,0.0,0.25,0.0
8.0,0,24,30,0.0,150.0,0.0,0.0,0.17,0.0,11.92,-1.0,0.0,0.0,0.0
33.0,0,76,16,0.0,22.22,0.0,0.0,0.0,0.3,8.72,0.0,0.0,5.8,0.0
62.0,0,99,35,10.0,685.67,0.0,6.67,0.73,0.16,168.12,1.17,0.0,2.39,2.61
175.0,0,100,29,0.0,660.67,0.0,6.67,0.57,0.57,175.88,37.22,0.0,2.47,3.12
185.0,59,103,24,0.0,469.78,0.06,6.67,1.02,0.66,157.39,59.06,0.0,2.95,2.71
71.0,4,108,14,10.0,340.83,0.0,6.67,0.05,0.3,100.63,4.83,0.0,2.95,5.84
35.0,3,104,18,10.0,243.72,0.0,6.67,0.79,0.03,102.31,-1.0,0.0,2.74,7.83
11.0,0,11,7,0.0,391.33,0.0,0.81,0.97,0.09,19.65,-1.0,0.0,1.33,0.42
33.0,0,97,17,5.0,393.17,0.0,6.67,0.05,0.09,134.31,0.0,0.0,2.58,3.29
87.0,0,96,21,10.0,173.39,0.0,6.67,0.23,0.34,100.34,1.89,0.0,2.37,7.07
102.0,0,89,17,0.0,215.35,0.0,6.67,0.38,0.75,70.48,22.94,0.0,2.21,1.64
37.0,0,97,23,10.0,304.22,0.0,6.67,0.01,0.14,109.21,0.0,0.0,2.63,5.11
124.0,5,96,29,5.0,249.0,0.0,6.67,0.04,0.69,86.79,15.65,0.0,2.37,2.03
64.0,8,96,38,10.0,419.12,0.0,6.67,0.1,0.44,180.99,4.67,0.0,2.26,5.02
122.0,5,63,16,5.0,413.29,0.0,4.86,0.04,0.65,90.25,32.0,0.0,2.53,3.25
25.0,21,87,20,0.0,323.28,0.0,6.67,0.19,0.2,106.76,0.0,0.0,1.89,1.43
83.0,8,99,18,0.0,252.26,0.0,6.67,1.12,0.64,66.41,13.67,0.0,2.32,1.45
89.0,3,94,23,10.0,365.06,0.0,6.67,2.02,0.57,90.48,14.17,0.0,2.53,3.28
28.0,21,97,17,10.0,190.67,0.0,6.67,2.86,0.29,65.53,0.0,0.0,2.47,2.47
40.0,49,98,20,10.0,341.28,0.0,6.67,6.76,0.05,73.77,-1.0,0.0,2.21,1.99
38.0,8,100,27,5.0,363.0,0.0,6.67,0.22,0.21,109.59,0.0,0.0,2.58,5.01
63.0,9,35,29,0.0,348.83,0.0,3.67,0.05,0.41,63.96,13.0,0.0,0.5,5.71
58.0,21,99,45,10.0,459.44,0.0,6.67,1.56,0.31,151.42,3.06,0.37,2.53,2.77
42.0,0,108,15,5.0,584.06,0.0,6.67,0.0,0.1,138.19,0.72,0.0,1.65,1.65
5.0,0,27,10,0.0,288.71,0.14,1.43,0.53,0.4,25.67,0.0,0.0,0.29,0.05
107.0,3,108,19,10.0,519.11,0.0,6.67,0.08,0.64,158.74,14.06,0.0,2.89,2.54
46.0,8,98,18,10.0,582.28,0.0,6.33,0.25,0.33,118.89,2.06,0.0,2.84,7.55
43.0,78,104,30,10.0,536.78,0.06,6.67,0.97,0.09,160.22,0.0,0.53,2.58,7.12
83.0,0,88,21,0.0,177.5,0.0,6.67,0.27,0.46,72.42,5.59,0.0,1.74,1.17
76.0,2,100,26,10.0,416.39,0.0,6.67,0.07,0.33,161.77,0.0,0.0,2.63,2.63
40.0,0,105,29,10.0,347.33,0.0,6.67,0.02,0.17,87.6,0.0,0.0,2.35,1.46
62.0,12,93,24,0.0,331.65,0.0,6.67,0.86,0.24,118.96,1.89,0.21,2.26,2.08
42.0,0,94,31,5.0,302.67,0.0,6.67,1.44,0.12,111.25,0.0,0.0,2.11,5.09
140.0,0,99,31,5.0,786.05,0.0,6.67,1.47,0.55,174.61,9.29,0.0,2.79,3.16
98.0,0,101,58,10.0,821.29,0.0,6.67,0.15,0.49,322.71,25.06,0.0,3.0,5.46
90.0,33,96,24,10.0,380.18,0.0,6.67,0.32,0.23,179.4,1.89,0.0,2.47,5.15
53.0,1,85,24,0.0,145.12,0.0,6.67,0.12,0.34,60.49,3.71,0.0,1.83,2.39
50.0,0,96,23,5.0,185.65,0.33,6.67,2.05,0.18,70.65,0.0,0.0,2.11,4.2
63.0,0,58,11,10.0,305.0,0.0,3.86,0.0,0.33,50.59,3.55,0.0,2.0,2.58
94.0,0,88,23,0.0,352.39,0.0,5.19,0.13,0.39,129.4,10.29,0.0,2.21,0.96
39.0,0,20,5,0.0,1200.67,0.0,0.0,0.48,0.13,29.85,13.0,0.0,0.0,0.0
14.0,5,20,16,0.0,175.33,0.0,0.0,-1.0,0.0,8.33,-1.0,0.0,3.33,0.0
43.0,0,24,22,0.0,100.0,0.0,0.0,1.37,0.79,35.15,14.0,0.0,0.0,0.0
13.0,0,10,52,0.0,40.0,0.0,0.0,1.24,0.0,5.28,-1.0,0.0,0.0,0.0
100.0,0,128,38,10.0,456.88,0.0,6.67,0.21,0.12,93.56,1.89,0.0,3.0,6.38
73.0,63,101,43,10.0,386.67,0.0,6.67,1.29,0.23,107.6,1.22,0.0,2.16,4.23
20.0,0,15,13,10.0,596.5,0.0,0.33,0.04,0.0,27.09,-1.0,0.0,2.75,1.85
100.0,3,65,24,0.0,525.47,0.0,4.86,0.06,0.54,88.43,14.33,0.0,2.12,1.18
76.0,0,133,41,10.0,475.0,0.0,6.67,0.06,0.2,175.62,0.65,0.0,3.33,5.02
60.0,0,96,25,0.0,559.17,0.0,6.67,0.09,0.22,117.41,0.0,0.0,1.89,1.25
