attempts,comments,lloc,system_access,exam_grade,events,tests,exercises_list_grade,copy_paste,syntax_error,IDE_usage,error_quotient,conditions,vars,final_grade
124.0,39,171,55,10.0,286.59,5.61,7.5,1.3,0.4,194.35,33.94,0.26,2.58,7.92
95.0,28,122,64,10.0,428.19,9.3,5.0,0.04,0.55,305.76,75.19,0.0,2.18,9.48
278.0,39,175,59,10.0,314.91,6.85,7.5,0.94,0.39,244.76,50.34,0.26,2.38,8.19
112.0,38,128,48,5.0,385.93,7.69,5.71,0.02,0.48,436.46,58.52,0.0,1.83,6.85
119.0,17,58,98,5.0,375.29,11.75,2.74,0.03,0.17,126.3,31.0,0.0,1.0,3.83
122.0,20,146,58,5.0,278.06,5.31,6.43,0.62,0.33,203.79,35.29,0.0,2.09,6.47
90.0,39,171,33,10.0,313.65,3.5,7.5,0.11,0.42,225.76,13.23,0.26,2.28,7.91
65.0,33,104,22,5.0,239.33,2.71,4.52,0.08,0.42,131.72,20.22,0.28,2.12,0.49
323.0,0,175,56,10.0,411.76,7.69,7.5,0.07,0.42,289.58,87.09,0.0,2.82,9.13
67.0,46,171,70,10.0,453.44,7.91,7.5,0.28,0.25,335.97,25.58,0.26,2.65,2.34
165.0,31,115,42,0.0,666.07,20.63,4.17,0.2,0.35,233.18,83.48,0.29,2.3,4.68
48.0,21,117,18,10.0,185.88,2.72,4.73,2.74,0.21,105.3,11.35,0.21,2.48,2.03
101.0,39,137,24,0.0,343.52,2.5,5.36,0.05,0.49,234.18,23.22,0.31,2.41,0.13
157.0,53,169,71,10.0,439.52,12.59,7.5,0.45,0.35,343.19,83.55,0.23,2.55,9.69
52.0,40,126,19,5.0,237.59,2.79,5.36,-1.0,0.29,136.58,7.93,0.3,2.04,2.63
19.0,0,47,24,5.0,9.42,0.08,2.14,43.56,0.32,0.83,0.0,0.0,0.67,1.49
92.0,36,121,16,5.0,307.15,1.69,4.79,0.51,0.37,136.4,13.08,0.29,2.0,2.88
60.0,92,141,38,0.0,405.96,6.3,5.36,0.06,0.32,389.77,38.07,0.28,2.03,0.14
23.0,0,35,16,0.0,125.85,6.0,2.5,0.01,0.22,56.59,36.5,0.0,0.43,0.59
21.0,0,34,13,0.0,121.29,1.77,2.5,0.0,0.19,40.35,6.08,0.0,0.36,1.13
14.0,0,10,4,0.0,60.5,0.0,1.07,-1.0,0.14,17.17,0.0,0.0,0.0,0.03
26.0,7,70,41,0.0,354.88,4.62,2.5,1.5,0.19,81.21,31.41,0.06,2.17,7.08
14.0,0,12,2,0.0,300.57,6.29,1.07,0.0,0.0,20.45,8.67,0.0,0.0,0.03
51.0,26,145,40,10.0,356.24,4.47,5.51,0.25,0.18,170.12,10.1,0.0,2.77,8.82
69.0,52,174,50,10.0,117.85,1.21,7.5,3.3,0.12,84.8,3.76,0.26,2.55,5.87
9.0,0,13,8,0.0,61.62,1.62,1.43,0.0,0.11,8.36,0.0,0.0,0.0,0.01
125.0,39,130,21,10.0,299.5,6.9,5.71,0.0,0.34,187.72,33.45,0.29,2.27,1.77
14.0,0,28,18,0.0,79.14,1.38,2.32,2.74,0.0,30.77,0.0,0.0,0.27,0.22
69.0,39,177,45,10.0,144.73,3.47,7.5,1.31,0.17,117.21,4.97,0.26,2.69,5.57
50.0,47,181,41,10.0,222.85,5.82,7.5,0.9,0.06,159.86,17.06,0.26,2.94,6.67
73.0,49,179,29,5.0,117.17,1.61,7.5,2.19,0.15,50.91,4.18,0.26,2.84,2.31
74.0,15,108,8,5.0,279.73,4.52,3.69,0.03,0.51,85.74,24.0,0.04,2.62,1.19
79.0,33,109,19,10.0,155.5,2.85,4.94,1.74,0.18,97.86,11.43,0.28,1.5,5.03
28.0,7,59,13,10.0,120.94,2.0,2.86,0.0,0.18,30.8,0.76,0.0,1.28,6.18
66.0,27,184,90,10.0,240.06,2.25,7.5,0.06,0.27,153.16,8.61,0.0,2.69,5.51
7.0,0,55,15,0.0,276.75,3.38,0.0,-1.0,0.0,28.89,15.62,0.0,4.56,2.67
79.0,34,193,35,10.0,252.88,4.0,7.5,2.19,0.16,234.64,7.67,0.26,3.44,5.51
179.0,51,197,86,10.0,480.09,10.88,7.5,0.06,0.25,311.38,48.15,0.0,3.59,5.77
78.0,57,166,34,10.0,126.88,1.29,7.5,0.38,0.13,79.33,2.03,0.26,3.0,10.0
46.0,30,85,10,0.0,136.19,2.62,3.75,0.0,0.2,92.9,4.24,0.27,2.0,0.0
59.0,13,181,76,10.0,309.88,4.55,7.14,1.14,0.14,191.65,10.72,0.0,3.53,6.28
73.0,61,140,78,10.0,178.93,1.0,5.0,68.07,0.49,71.99,10.07,0.11,2.79,6.79
82.0,25,183,59,10.0,284.56,9.38,7.5,0.01,0.35,301.42,33.7,0.12,2.97,5.13
66.0,27,195,39,10.0,207.62,2.94,7.5,0.58,0.21,129.2,11.0,0.0,3.5,1.55
72.0,25,194,10,10.0,302.59,4.7,7.5,0.14,0.19,232.59,16.64,0.0,3.26,6.08
67.0,39,169,77,10.0,165.44,1.94,7.5,0.01,0.24,98.76,1.81,0.26,3.09,7.22
63.0,0,38,21,0.0,194.15,7.08,0.0,0.48,0.21,72.85,14.23,0.0,0.86,0.0
49.0,10,59,16,0.0,156.73,0.27,2.71,1.81,0.31,89.51,3.13,0.0,2.06,0.0
75.0,51,163,24,10.0,293.66,4.97,7.5,1.42,0.27,173.46,26.55,0.26,2.91,5.0
86.0,3,163,25,10.0,342.3,4.09,7.5,0.15,0.21,193.3,11.34,0.0,2.86,7.94
55.0,39,116,16,0.0,225.96,4.41,5.0,0.01,0.22,165.06,16.85,0.32,2.54,0.0
38.0,44,120,16,0.0,133.12,2.3,5.0,0.01,0.21,119.6,14.41,0.32,2.39,0.0
66.0,42,168,22,10.0,317.81,5.65,7.5,0.21,0.24,203.76,21.32,0.26,2.64,0.67
30.0,35,123,20,10.0,189.72,1.84,5.0,0.51,0.07,125.9,1.7,0.0,2.96,5.04
48.0,44,173,31,10.0,220.64,3.09,7.5,0.14,0.06,175.1,2.7,0.26,2.94,6.26
48.0,21,78,24,10.0,215.81,3.85,3.27,0.0,0.27,60.18,15.67,0.0,1.76,4.23
60.0,41,175,22,10.0,278.36,5.21,7.5,0.95,0.07,178.57,16.79,0.26,2.76,10.0
42.0,67,129,24,10.0,203.0,1.83,5.36,0.0,0.24,121.87,5.07,0.31,2.28,10.0
111.0,39,153,25,10.0,268.41,6.53,5.36,0.02,0.38,203.74,28.7,0.24,2.62,1.7
38.0,0,35,13,0.0,102.75,4.31,2.5,0.04,0.13,54.0,9.62,0.0,0.69,0.0
60.0,7,50,15,0.0,235.44,4.0,2.5,0.31,0.48,63.55,19.56,0.06,0.73,0.0
79.0,52,117,18,0.0,83.69,1.24,5.0,0.0,0.38,61.49,5.92,0.24,1.96,0.22
19.0,7,53,14,0.0,117.94,2.4,2.71,-1.0,0.0,42.57,5.25,0.0,1.31,0.0
19.0,0,35,4,0.0,100.08,2.15,2.5,0.02,0.11,40.02,0.62,0.0,0.69,0.06
50.0,10,114,23,10.0,218.41,3.31,4.79,0.04,0.38,133.83,25.19,0.0,2.28,9.76
51.0,0,17,7,0.0,118.25,4.88,1.25,0.13,0.25,41.58,22.25,0.0,0.12,0.03
55.0,35,89,28,5.0,285.0,5.14,3.75,0.04,0.22,87.36,18.41,0.26,1.96,3.51
72.0,40,125,29,10.0,620.13,14.07,4.94,0.1,0.29,343.21,88.57,0.25,2.53,3.43
53.0,62,163,29,10.0,365.26,5.22,6.43,0.01,0.09,218.99,7.83,0.27,2.81,5.85
78.0,32,81,11,0.0,186.27,5.86,4.11,0.94,0.27,90.85,20.24,0.22,1.78,0.0
50.0,47,174,30,10.0,328.35,3.74,7.5,0.95,0.08,179.38,7.31,0.26,2.79,5.87
43.0,96,186,27,10.0,328.21,2.61,7.14,1.06,0.12,262.46,4.27,0.26,3.42,8.33
40.0,21,83,19,0.0,345.0,5.7,2.56,0.0,0.35,87.77,28.2,0.0,1.95,0.0
43.0,7,44,14,0.0,135.4,4.47,2.5,-1.0,0.19,71.94,9.5,0.0,0.8,0.0
133.0,24,170,34,10.0,375.42,5.29,7.5,0.14,0.51,205.89,34.45,0.0,3.06,5.07
41.0,13,63,15,0.0,324.78,2.89,1.1,0.16,0.22,131.88,21.06,0.0,0.94,0.0
191.0,18,111,10,5.0,130.17,0.57,5.21,1.05,0.41,87.26,15.92,0.0,2.32,2.77
13.0,7,28,9,0.0,52.0,1.0,1.64,-1.0,0.31,24.25,0.0,0.0,0.64,0.0
15.0,0,41,12,0.0,57.92,1.23,2.5,-1.0,0.0,16.39,-1.0,0.0,1.14,0.06
32.0,7,54,34,0.0,171.07,2.15,2.71,0.19,0.06,78.66,0.57,0.0,1.87,5.14
122.0,36,98,18,0.0,392.26,2.58,4.38,0.05,0.61,206.44,25.78,0.32,1.92,0.0
41.0,0,44,7,0.0,383.77,3.73,2.14,0.0,0.27,55.53,4.17,0.0,1.62,0.05
48.0,33,193,18,10.0,223.09,2.67,7.5,0.13,0.1,158.38,3.09,0.2,2.88,3.77
51.0,39,168,25,10.0,350.0,7.24,7.5,1.02,0.22,239.73,25.42,0.26,2.64,0.9
30.0,30,110,4,0.0,103.08,2.39,5.0,0.46,0.03,66.85,7.12,0.23,2.46,0.0
37.0,36,156,17,10.0,203.06,2.61,6.58,0.01,0.05,143.63,2.88,0.23,2.8,6.18
66.0,37,154,54,5.0,82.58,1.33,7.5,0.0,0.27,89.35,5.26,0.0,2.57,5.84
77.0,108,185,112,10.0,411.79,4.59,7.5,0.06,0.17,455.72,8.03,0.27,3.35,0.95
124.0,35,145,87,5.0,306.64,4.73,6.43,0.2,0.31,279.03,8.67,0.26,2.57,1.49
25.0,11,55,13,0.0,276.11,5.47,2.92,0.0,0.16,103.6,12.42,0.0,1.16,0.0
56.0,24,163,45,10.0,218.44,1.69,7.5,0.07,0.29,110.17,0.71,0.0,2.58,6.14
70.0,18,164,44,0.0,214.06,2.45,7.5,0.37,0.3,134.31,13.03,0.0,2.94,0.35
29.0,16,89,170,0.0,32.89,0.15,0.0,95.46,0.21,16.8,0.0,0.25,2.1,0.0
37.0,27,121,13,0.0,241.38,2.0,5.0,2.74,0.11,169.68,4.08,0.0,2.59,0.09
65.0,56,181,96,5.0,287.59,8.03,7.5,0.28,0.12,446.14,21.42,0.26,2.73,1.4
39.0,48,175,55,10.0,199.79,2.88,7.5,1.07,0.05,141.33,3.64,0.26,2.85,8.53
105.0,34,162,64,5.0,316.21,4.79,7.5,0.12,0.14,146.63,12.03,0.23,2.52,7.8
160.0,44,165,61,5.0,330.97,7.25,7.5,0.09,0.41,191.86,38.97,0.26,2.91,7.43
51.0,33,88,54,5.0,196.39,3.17,4.17,0.0,0.33,97.73,19.32,0.29,2.17,7.87
82.0,39,157,20,0.0,167.65,2.34,7.5,1.86,0.33,112.79,12.47,0.27,2.69,1.02
97.0,31,99,31,0.0,203.95,4.76,2.89,0.07,0.81,117.64,58.48,0.26,2.18,0.0
59.0,39,164,94,0.0,230.18,2.55,7.14,0.12,0.22,218.45,10.36,0.26,2.71,5.12
8.0,0,15,19,0.0,92.62,1.43,1.07,0.0,0.12,22.85,1.86,0.0,0.57,0.0
69.0,34,155,76,10.0,269.36,4.15,7.5,1.2,0.12,217.21,19.24,0.24,2.69,6.88
43.0,40,120,51,0.0,189.89,3.17,5.3,0.1,0.07,136.95,5.96,0.27,2.3,0.56
143.0,25,158,54,10.0,257.75,1.61,7.5,0.23,0.32,158.11,8.88,0.2,2.74,9.12
65.0,20,156,70,10.0,214.88,3.09,7.5,0.1,0.26,170.03,8.0,0.0,2.71,7.55
6.0,0,6,2,0.0,91.5,5.5,0.36,0.02,0.0,4.99,-1.0,0.0,0.0,0.01
166.0,41,155,161,10.0,388.09,7.38,7.5,0.37,0.4,224.79,41.71,0.23,2.63,8.21
59.0,13,50,20,0.0,145.5,2.39,2.35,0.02,0.41,92.35,11.06,0.0,1.0,0.0
81.0,13,168,73,10.0,389.91,4.91,7.5,0.0,0.26,226.72,17.5,0.0,2.74,9.39
48.0,15,63,25,0.0,270.59,5.38,3.27,0.0,0.21,68.58,14.81,0.0,1.0,0.0
60.0,18,58,8,0.0,254.67,9.33,2.92,-1.0,0.3,105.81,29.33,0.0,1.06,0.0
112.0,44,155,52,0.0,326.65,8.97,7.5,1.0,0.21,297.1,43.45,0.26,2.79,0.0
127.0,54,159,59,5.0,486.77,9.97,6.79,0.02,0.39,269.34,56.48,0.27,2.79,9.24
12.0,0,32,42,0.0,74.58,0.33,1.96,0.0,0.08,21.91,-1.0,0.0,0.75,8.61
40.0,44,173,60,10.0,143.18,2.12,7.5,0.33,0.0,88.81,0.59,0.26,3.11,10.0
117.0,56,178,237,10.0,384.03,9.12,7.5,0.01,0.34,273.3,42.47,0.24,3.26,9.25
37.0,42,157,26,0.0,55.19,0.34,7.5,5.24,0.05,67.98,0.64,0.23,2.74,0.22
97.0,45,177,15,0.0,215.68,2.42,7.5,0.04,0.31,139.33,12.13,0.27,3.06,0.42
121.0,26,68,32,0.0,812.29,10.62,3.54,0.0,0.34,315.44,82.76,0.0,1.33,0.0
44.0,41,158,24,0.0,57.44,0.59,7.5,0.2,0.11,57.49,0.0,0.24,2.76,0.48
29.0,18,87,21,5.0,293.38,3.6,3.69,0.59,0.24,96.72,17.0,0.0,1.81,0.0
43.0,48,184,88,10.0,216.35,2.12,7.5,1.06,0.12,234.43,2.79,0.29,3.18,7.62
56.0,33,131,34,0.0,129.24,2.64,6.43,0.01,0.2,128.07,12.93,0.0,2.39,0.0
45.0,43,115,21,0.0,204.22,7.12,4.52,0.72,0.24,104.29,12.05,0.28,2.48,0.26
16.0,7,28,7,0.0,145.8,1.13,1.61,0.0,0.44,66.6,0.0,0.0,1.53,0.03
16.0,3,41,19,0.0,84.06,2.75,2.5,27.21,0.0,27.78,4.88,0.0,0.47,0.0
82.0,41,169,58,10.0,368.32,7.15,7.5,0.01,0.33,228.83,29.0,0.23,2.65,2.35
34.0,40,105,21,0.0,400.2,3.75,3.51,0.0,0.41,144.06,16.8,0.38,2.75,0.13
72.0,37,162,16,0.0,334.34,8.09,7.5,0.17,0.08,244.03,41.75,0.0,3.0,0.0
63.0,54,155,21,0.0,259.34,3.38,6.43,0.0,0.17,180.81,15.61,0.29,2.71,0.0
56.0,12,102,36,0.0,410.67,4.92,5.62,0.0,0.36,189.71,30.54,0.0,2.21,0.0
85.0,47,152,49,10.0,251.0,1.07,5.0,0.01,0.22,190.27,2.0,0.29,2.96,1.83
35.0,38,147,12,0.0,17.75,0.38,7.5,2.94,0.0,24.51,0.0,0.24,2.7,0.0
7.0,6,23,10,0.0,185.25,2.75,0.62,-1.0,0.29,9.16,9.75,0.5,3.75,0.02
106.0,44,121,23,10.0,213.79,2.5,5.0,2.17,0.29,89.4,21.45,0.3,2.1,3.77
92.0,46,119,60,10.0,120.0,0.3,5.36,14.09,0.22,86.31,1.74,0.28,2.1,7.95
75.0,39,123,39,10.0,145.52,3.59,5.71,0.0,0.23,99.28,9.31,0.29,2.32,7.44
52.0,26,123,45,10.0,105.89,1.28,5.36,18.78,0.38,76.16,9.0,0.0,2.2,8.72
19.0,21,53,15,0.0,148.81,4.4,1.61,0.05,0.16,74.84,18.67,0.0,0.87,0.0
33.0,44,110,29,5.0,204.13,4.53,2.86,1.2,0.21,45.06,8.53,0.56,3.6,5.0
53.0,34,184,34,10.0,300.53,4.59,7.5,0.5,0.13,183.69,6.62,0.26,2.97,2.29
55.0,40,117,61,0.0,288.11,4.19,5.36,1.57,0.05,153.81,21.33,0.32,2.11,5.2
49.0,77,95,43,5.0,431.92,7.12,4.38,0.0,0.1,148.7,27.24,0.27,1.88,1.25
63.0,64,128,46,5.0,254.4,3.2,4.38,1.54,0.11,119.42,5.6,0.33,2.89,1.6
16.0,16,66,16,0.0,192.47,3.41,2.5,24.1,0.0,122.88,19.29,0.22,1.65,0.0
77.0,32,178,97,10.0,210.21,4.26,7.14,1.42,0.23,159.95,6.7,0.0,3.0,10.0
8.0,16,31,124,0.0,13.4,0.0,0.0,-1.0,0.5,0.99,0.0,0.4,4.4,0.0
17.0,0,49,140,0.0,65.64,0.21,0.0,2.47,0.0,9.2,-1.0,0.0,1.64,0.0
85.0,40,119,86,10.0,253.93,1.85,5.0,0.0,0.28,129.16,11.07,0.32,2.26,5.38
39.0,37,111,100,0.0,147.71,3.0,5.0,0.28,0.23,107.63,7.39,0.35,2.5,5.38
50.0,44,164,65,10.0,282.6,4.97,7.14,1.62,0.06,202.39,9.09,0.26,2.65,6.37
55.0,40,169,54,10.0,272.06,4.42,7.14,0.43,0.15,132.15,6.97,0.26,2.75,6.72
126.0,30,173,75,10.0,250.66,4.15,7.5,0.1,0.61,163.83,15.97,0.0,3.06,10.0
15.0,0,25,18,0.0,86.5,2.5,1.43,-1.0,0.2,30.61,1.0,0.0,1.33,0.0
58.0,36,103,30,10.0,271.32,2.12,3.96,0.01,0.4,133.94,9.0,0.31,2.23,2.0
38.0,45,134,37,10.0,67.31,0.12,5.0,1.1,0.13,37.5,0.0,0.32,2.96,8.61
58.0,39,160,82,10.0,245.97,3.82,7.5,0.04,0.16,169.67,8.61,0.26,2.47,10.0
94.0,42,104,44,0.0,74.48,0.48,5.0,0.15,0.21,50.81,2.7,0.3,1.96,9.16
17.0,29,72,9,0.0,215.62,4.71,2.98,0.26,0.06,143.42,22.95,0.0,1.25,0.0
67.0,36,140,136,10.0,380.37,6.93,6.07,0.09,0.19,253.64,25.57,0.25,2.56,10.0
77.0,39,114,55,10.0,189.77,3.32,5.0,0.1,0.21,137.35,9.54,0.32,2.32,9.74
97.0,39,137,63,0.0,337.58,9.31,5.36,0.01,0.44,203.92,61.06,0.27,2.45,3.3
62.0,39,173,60,10.0,224.76,4.65,6.79,0.16,0.18,232.95,14.18,0.26,3.06,10.0
102.0,25,125,69,10.0,314.62,6.62,5.36,0.03,0.3,217.74,32.55,0.0,2.17,7.56
3.0,0,6,16,0.0,135.5,5.0,0.18,-1.0,0.0,4.85,6.5,0.0,0.0,0.51
44.0,39,135,57,10.0,233.1,3.18,5.0,0.02,0.09,190.79,5.11,0.3,2.28,7.18
58.0,35,95,41,0.0,192.0,2.43,0.0,0.01,0.26,125.34,12.82,0.38,2.0,0.0
33.0,29,65,39,0.0,347.76,4.95,3.54,0.0,0.18,215.28,20.57,0.0,0.81,0.06
113.0,47,170,39,5.0,342.15,6.21,6.79,0.0,0.23,303.96,18.97,0.24,2.97,0.92
72.0,40,153,66,10.0,532.29,4.97,5.36,0.0,0.36,313.2,22.63,0.29,3.0,5.51
232.0,39,141,77,10.0,294.58,0.21,5.36,0.01,0.61,155.21,28.43,0.28,2.52,6.79
82.0,41,126,62,5.0,193.08,2.38,4.82,0.27,0.38,123.15,10.54,0.29,2.48,6.79
173.0,17,112,60,10.0,504.35,3.96,5.0,0.01,0.59,263.74,53.04,0.0,2.07,5.77
60.0,39,131,47,10.0,224.23,5.08,5.0,0.36,0.23,124.33,11.17,0.32,2.79,3.9
33.0,58,158,2,0.0,10.45,0.0,7.5,18.1,0.0,3.53,-1.0,0.24,2.42,0.18
3.0,0,9,24,0.0,69.67,0.0,0.54,-1.0,0.0,2.75,-1.0,0.0,0.67,0.22
14.0,0,29,10,0.0,7.46,0.0,2.5,98.14,0.0,1.04,-1.0,0.0,0.23,0.12
71.0,47,165,29,10.0,203.84,2.97,7.5,0.46,0.34,183.9,7.58,0.26,2.66,0.0
35.0,33,102,19,0.0,105.16,1.84,5.0,1.69,0.17,60.26,4.72,0.35,2.0,0.0
52.0,45,172,53,10.0,266.65,2.19,6.43,0.1,0.19,155.84,5.13,0.27,3.06,5.14
122.0,36,172,49,10.0,271.0,4.97,7.5,0.15,0.22,161.14,19.42,0.2,2.58,0.0
50.0,39,160,28,10.0,232.76,4.72,7.5,0.13,0.04,152.02,13.16,0.26,2.53,5.39
50.0,9,165,48,0.0,375.31,5.53,7.5,0.05,0.16,345.06,17.55,0.0,2.12,5.7
39.0,96,182,30,10.0,275.34,1.97,7.5,0.84,0.03,140.46,0.64,0.26,2.94,7.08
81.0,28,167,21,10.0,248.61,4.67,7.5,0.64,0.47,156.02,8.38,0.23,2.61,0.0
41.0,40,169,41,10.0,250.18,4.09,7.5,0.61,0.07,184.26,9.0,0.23,2.7,0.0
57.0,118,166,53,10.0,428.97,3.52,7.14,0.0,0.12,238.4,8.03,0.26,2.7,8.49
87.0,35,144,51,10.0,361.42,8.53,7.5,0.29,0.24,202.46,60.71,0.2,2.43,10.0
75.0,42,156,69,10.0,365.09,5.52,7.5,0.1,0.31,216.54,20.47,0.24,2.43,0.0
37.0,27,154,48,10.0,159.38,1.67,7.5,0.76,0.0,94.23,0.0,0.0,2.23,10.0
203.0,19,164,86,10.0,712.36,11.66,7.5,0.06,0.38,364.29,75.09,0.0,2.52,9.31
167.0,55,136,41,10.0,434.33,9.0,5.71,0.44,0.26,364.96,34.03,0.25,2.39,8.28
129.0,47,153,32,10.0,194.64,2.21,7.5,0.45,0.42,112.16,17.06,0.0,2.26,9.96
63.0,39,183,30,10.0,299.82,3.36,7.5,1.85,0.3,197.75,11.56,0.26,3.12,6.0
119.0,0,175,33,10.0,408.3,6.28,7.5,0.2,0.25,232.63,12.33,0.0,2.91,7.73
65.0,39,168,43,10.0,262.5,4.27,7.5,0.28,0.14,225.01,8.18,0.26,2.58,8.9
92.0,33,170,40,10.0,288.65,4.15,7.5,0.12,0.21,171.91,11.24,0.2,2.91,9.55
71.0,40,177,51,10.0,255.56,4.67,7.5,0.63,0.2,241.12,4.75,0.26,2.88,7.71
65.0,19,139,26,10.0,204.29,4.32,5.36,0.14,0.28,141.1,10.71,0.0,2.59,5.1
98.0,33,186,30,10.0,189.91,2.66,7.5,0.06,0.23,112.61,12.34,0.2,3.09,9.23
72.0,15,168,53,10.0,264.39,4.27,7.5,0.0,0.14,207.33,12.06,0.0,2.38,5.72
66.0,39,137,26,10.0,241.67,4.71,5.71,0.04,0.33,189.94,22.8,0.29,2.23,7.01
50.0,42,108,20,10.0,211.54,3.8,4.61,0.77,0.3,117.99,11.38,0.33,1.88,7.21
70.0,15,161,59,10.0,363.33,4.36,7.5,0.01,0.3,291.05,15.56,0.0,2.71,3.2
47.0,41,153,40,0.0,254.8,3.68,6.43,0.15,0.32,236.48,22.28,0.29,2.58,6.71
12.0,7,36,11,0.0,70.06,1.75,1.79,0.03,0.0,43.65,1.31,0.0,0.31,0.0
125.0,30,168,95,10.0,462.88,6.87,7.5,0.03,0.32,192.29,34.06,0.0,2.74,7.36
53.0,41,132,30,5.0,337.32,6.66,5.36,0.12,0.15,171.47,36.64,0.3,2.34,5.13
41.0,47,148,24,5.0,253.93,3.3,6.07,0.13,0.05,166.25,6.0,0.29,2.68,2.36
49.0,21,170,17,10.0,258.52,2.97,7.5,0.0,0.12,143.24,1.62,0.0,2.88,4.47
130.0,37,165,29,10.0,387.15,6.7,7.5,0.12,0.12,247.08,17.31,0.24,2.48,0.0
107.0,39,167,16,10.0,217.09,4.94,7.5,0.67,0.29,149.37,17.91,0.26,2.74,4.37
81.0,53,162,26,5.0,317.77,6.45,6.43,0.12,0.27,184.86,40.13,0.28,3.03,4.8
81.0,60,155,45,10.0,282.94,8.06,6.43,0.02,0.41,223.95,42.56,0.26,2.64,5.1
47.0,8,152,26,0.0,250.11,3.23,5.18,0.53,0.15,192.58,7.54,0.0,3.0,2.07
43.0,45,117,10,10.0,170.36,6.24,5.0,0.34,0.16,89.28,46.5,0.32,1.93,0.0
41.0,26,63,8,0.0,139.78,4.58,3.69,0.31,0.22,97.05,4.78,0.0,1.0,0.0
71.0,40,138,25,0.0,231.69,3.73,5.36,0.06,0.15,148.81,10.9,0.29,2.33,2.11
51.0,47,155,39,10.0,371.05,4.74,5.0,0.03,0.43,100.64,24.11,0.43,4.8,0.0
66.0,37,100,23,0.0,95.96,1.6,5.0,0.0,0.35,70.88,6.48,0.31,1.65,8.74
89.0,32,81,18,5.0,235.23,5.35,3.78,1.03,0.42,90.5,44.3,0.21,1.57,0.0
75.0,35,176,19,10.0,162.72,1.19,7.5,0.86,0.25,123.21,8.32,0.23,2.65,2.77
72.0,45,165,39,5.0,394.88,7.0,7.5,1.11,0.22,291.02,11.91,0.26,2.64,1.08
75.0,10,33,5,0.0,123.6,4.07,2.5,0.17,0.03,48.75,8.67,0.0,0.33,0.06
83.0,44,155,14,10.0,193.74,2.07,6.43,0.72,0.3,146.49,13.37,0.31,2.84,1.44
140.0,33,100,27,0.0,319.85,6.65,4.94,0.01,0.65,97.45,73.7,0.25,1.96,4.15
64.0,39,168,18,10.0,313.76,2.33,7.5,0.01,0.16,270.26,7.3,0.26,2.79,9.67
67.0,44,163,34,10.0,259.82,3.71,7.5,0.29,0.06,163.67,2.84,0.26,2.68,8.4
119.0,45,146,45,0.0,321.29,8.03,6.43,0.33,0.48,184.89,56.23,0.27,2.39,6.0
100.0,45,126,36,0.0,227.7,2.17,6.07,0.07,0.4,142.49,18.77,0.28,2.23,6.09
74.0,205,172,61,10.0,488.38,5.12,7.5,0.84,0.16,226.64,13.79,0.0,2.44,9.73
69.0,39,126,22,10.0,235.93,5.0,4.64,0.04,0.17,144.17,7.15,0.31,2.29,7.44
96.0,59,176,45,5.0,292.23,4.78,6.43,0.03,0.28,271.5,18.97,0.27,2.94,6.47
73.0,67,142,30,10.0,433.1,5.5,6.07,0.09,0.19,231.24,14.87,0.28,2.16,7.03
