attempts,comments,lloc,system_access,exam_grade,events,tests,exercises_list_grade,copy_paste,syntax_error,IDE_usage,error_quotient,conditions,vars,final_grade
165.0,39,147,35,7.5,239.32,4.17,6.07,0.09,0.36,139.16,6.03,0.28,2.27,5.0
67.0,44,131,23,5.0,261.52,4.1,5.71,0.43,0.37,191.19,20.41,0.29,2.2,5.27
54.0,40,156,24,5.0,285.94,4.47,7.5,0.0,0.2,166.66,24.68,0.26,2.71,7.2
117.0,39,130,26,0.0,231.14,4.59,5.89,0.04,0.22,118.37,30.34,0.29,2.27,0.0
174.0,25,93,31,0.0,437.48,4.24,3.96,0.01,0.54,264.45,57.81,0.3,1.73,2.2
74.0,34,130,20,5.0,243.7,1.97,6.07,0.0,0.32,145.98,13.9,0.23,2.48,5.83
146.0,39,154,30,5.0,281.34,2.58,7.5,0.0,0.34,178.25,16.82,0.26,2.45,8.5
121.0,44,168,29,5.0,412.06,4.52,7.5,0.27,0.26,213.86,30.84,0.26,2.36,8.2
86.0,33,113,19,10.0,186.0,3.44,5.3,0.22,0.48,162.05,22.38,0.27,2.0,5.53
97.0,29,156,33,0.0,310.09,3.94,7.5,0.03,0.31,135.32,23.18,0.2,2.24,6.1
112.0,45,167,42,0.0,402.09,2.61,7.5,0.0,0.48,267.3,23.33,0.26,2.64,5.57
130.0,41,159,30,5.0,216.3,3.25,7.5,0.09,0.18,197.07,12.48,0.29,2.47,7.47
48.0,39,149,23,10.0,218.84,4.94,6.79,0.04,0.04,196.19,10.39,0.27,2.38,7.53
90.0,39,143,30,10.0,291.53,5.72,6.93,0.27,0.22,259.76,31.5,0.26,2.35,6.0
30.0,7,37,7,5.0,67.43,0.87,1.79,0.06,0.2,32.37,1.4,0.0,0.33,3.6
77.0,36,92,14,5.0,227.69,2.8,4.58,0.1,0.44,87.86,31.84,0.3,1.36,0.47
49.0,37,219,14,10.0,219.94,2.73,7.5,0.55,0.06,118.37,2.28,0.2,3.79,9.0
37.0,36,118,21,5.0,184.54,3.79,5.15,0.01,0.08,142.34,7.33,0.27,2.03,2.0
74.0,39,153,25,10.0,344.91,7.91,7.5,0.94,0.24,219.21,46.97,0.26,2.53,5.93
13.0,0,13,3,0.0,64.38,2.0,1.43,-1.0,0.38,24.44,6.88,0.0,0.0,0.03
79.0,41,111,19,10.0,153.96,0.96,4.79,0.0,0.35,83.44,7.44,0.32,2.11,6.2
114.0,44,146,21,10.0,257.63,7.0,4.82,0.0,0.29,153.01,31.22,0.31,2.93,7.07
202.0,35,99,21,10.0,337.35,9.27,4.17,0.74,0.23,164.8,28.48,0.26,1.64,5.93
46.0,173,155,63,10.0,300.33,6.62,7.5,4.67,0.0,275.53,10.62,0.21,2.06,6.13
93.0,3,111,37,0.0,340.93,2.63,5.71,1.19,0.39,173.47,16.62,0.0,2.14,7.4
50.0,10,50,21,5.0,154.35,3.47,2.71,0.0,0.2,66.26,12.41,0.0,0.94,5.0
104.0,42,142,39,10.0,479.47,10.17,5.71,0.0,0.46,289.17,42.97,0.27,2.57,2.93
123.0,47,138,36,10.0,548.15,9.31,6.07,0.03,0.41,451.03,64.61,0.26,2.29,3.6
38.0,10,55,14,0.0,146.37,2.0,3.27,-1.0,0.26,50.35,5.63,0.0,1.32,0.0
105.0,44,136,19,0.0,491.61,8.84,6.07,0.13,0.53,302.84,73.26,0.27,2.26,0.0
74.0,44,122,20,0.0,154.93,2.14,5.36,0.05,0.23,130.19,15.79,0.3,2.21,5.0
66.0,42,100,31,0.0,107.27,1.23,4.46,0.0,0.67,35.41,15.04,0.38,2.3,0.0
20.0,0,42,30,0.0,44.86,1.5,2.5,2.21,0.15,8.53,0.0,0.0,0.53,2.53
46.0,55,98,17,0.0,393.5,6.88,2.86,0.1,0.46,129.39,36.19,0.53,4.12,4.42
117.0,44,114,19,0.0,213.14,1.0,5.15,-1.0,0.48,148.73,19.24,0.3,2.03,2.87
63.0,92,195,16,10.0,409.94,4.67,7.5,0.0,0.03,178.77,4.15,0.29,3.21,0.0
45.0,30,147,14,10.0,180.76,2.11,5.36,0.82,0.24,66.56,4.85,0.3,2.97,0.0
81.0,23,137,25,10.0,166.77,1.16,5.71,0.59,0.46,127.35,15.19,0.24,2.52,5.33
54.0,27,60,14,10.0,477.9,6.11,1.46,-1.0,0.76,56.52,75.56,0.7,4.6,6.51
202.0,23,140,28,10.0,298.68,4.64,5.71,0.08,0.36,114.15,41.18,0.0,2.83,6.16
64.0,26,115,6,5.0,183.04,1.56,5.0,0.52,0.41,49.24,9.0,0.28,2.21,5.0
16.0,0,49,80,0.0,45.77,0.0,0.0,4.31,0.06,15.77,0.0,0.0,1.64,0.0
250.0,36,166,61,5.0,234.03,3.76,7.5,0.92,0.32,150.41,18.7,0.26,2.97,6.31
20.0,0,30,10,0.0,82.86,1.64,2.5,0.0,0.15,41.23,0.57,0.0,0.43,0.06
16.0,0,29,7,0.0,62.29,1.21,2.5,0.0,0.0,14.82,-1.0,0.0,0.23,0.06
87.0,44,122,20,10.0,250.29,4.1,5.71,0.06,0.29,167.85,17.45,0.3,2.07,0.0
66.0,39,116,24,0.0,146.0,1.41,5.0,1.82,0.48,89.07,9.85,0.29,1.68,7.95
81.0,33,176,30,10.0,192.56,1.88,7.5,0.26,0.17,111.56,5.76,0.21,2.7,6.95
92.0,34,181,27,10.0,352.45,7.39,7.14,0.04,0.25,201.51,16.69,0.3,2.41,0.0
61.0,52,167,23,10.0,243.28,2.67,7.5,0.48,0.21,119.04,3.5,0.26,2.43,8.37
65.0,31,153,12,5.0,180.85,2.16,5.0,0.0,0.32,95.63,10.22,0.48,2.63,6.13
61.0,33,105,17,5.0,197.46,3.5,3.99,0.03,0.34,93.29,19.92,0.28,2.19,8.95
49.0,32,132,27,0.0,148.54,2.19,4.58,0.26,0.31,129.43,11.85,0.31,1.81,8.19
72.0,31,139,18,5.0,284.75,4.41,5.0,0.02,0.38,113.34,19.52,0.22,2.0,9.65
60.0,0,146,30,10.0,287.0,4.6,5.71,0.41,0.37,138.85,16.82,0.0,2.37,9.99
41.0,28,91,12,5.0,131.12,0.64,4.38,-1.0,0.2,99.48,1.08,0.32,1.69,8.19
41.0,39,155,13,0.0,207.9,3.39,7.5,0.02,0.02,122.84,4.32,0.28,2.32,0.92
52.0,36,193,16,10.0,141.74,1.47,7.5,0.91,0.08,84.57,3.82,0.24,2.48,8.8
159.0,35,136,26,5.0,192.59,1.39,5.71,0.53,0.52,95.63,17.0,0.27,1.97,6.56
98.0,12,126,17,5.0,462.79,6.19,5.0,0.06,0.3,217.84,32.86,0.0,2.07,6.54
58.0,30,182,44,10.0,149.03,3.44,7.5,4.85,0.36,116.14,14.88,0.21,2.27,9.99
26.0,7,32,18,0.0,58.69,0.62,1.79,-1.0,0.38,48.02,0.0,0.0,0.31,0.0
18.0,0,47,10,10.0,53.84,0.21,2.5,34.05,0.06,20.56,0.0,0.0,0.84,0.0
34.0,0,11,7,0.0,289.57,1.67,1.07,0.05,0.09,39.88,0.0,0.0,0.0,0.0
46.0,37,149,36,10.0,194.37,3.79,6.43,0.1,0.15,109.21,12.37,0.27,1.8,6.79
35.0,35,139,23,10.0,55.74,0.96,5.71,11.5,0.09,38.95,2.14,0.29,2.14,7.61
14.0,0,29,39,0.0,33.67,1.38,0.0,2.08,0.0,17.34,-1.0,0.0,0.23,0.0
57.0,27,85,14,5.0,128.5,1.57,3.6,0.0,0.21,66.43,1.77,0.32,1.55,7.07
42.0,41,163,22,10.0,131.94,1.62,7.5,0.02,0.12,127.95,1.72,0.23,2.89,10.0
37.0,81,179,19,10.0,224.68,2.12,7.5,0.01,0.03,160.26,0.81,0.26,2.61,9.49
28.0,31,124,43,0.0,421.14,4.9,4.11,0.0,0.18,125.79,28.09,0.55,2.68,7.93
60.0,39,152,15,10.0,178.93,3.15,5.36,0.0,0.1,101.58,6.11,0.31,3.21,5.07
57.0,39,143,21,10.0,227.81,4.31,5.0,-1.0,0.23,118.37,12.26,0.32,2.96,8.4
42.0,36,114,11,0.0,119.0,0.23,5.0,0.23,0.29,43.89,3.0,0.26,1.89,4.22
33.0,39,108,9,0.0,136.43,0.45,4.29,0.01,0.27,44.37,1.77,0.35,2.0,6.21
102.0,36,108,17,5.0,323.81,7.0,3.39,0.02,0.38,68.47,59.24,0.41,3.41,7.06
58.0,24,113,32,0.0,219.52,4.88,0.0,1.01,0.24,231.78,26.72,0.0,1.76,0.0
75.0,11,183,81,10.0,461.71,10.12,6.79,0.34,0.23,388.15,23.64,0.0,3.12,8.46
54.0,31,145,9,0.0,29.54,0.04,5.0,39.74,0.44,41.76,3.81,0.5,2.46,0.0
20.0,0,49,12,5.0,48.4,1.13,2.5,2.88,0.05,9.06,0.0,0.0,0.87,6.23
122.0,28,140,14,10.0,222.46,8.45,5.3,0.04,0.11,138.09,11.82,0.3,2.61,2.6
56.0,42,129,27,5.0,318.77,7.32,6.07,0.85,0.29,190.52,30.3,0.28,2.06,8.21
33.0,63,106,35,10.0,184.04,3.46,4.52,1.14,0.18,95.2,10.25,0.35,2.08,2.14
60.0,42,167,40,10.0,252.53,6.06,7.5,0.04,0.13,230.89,15.56,0.26,2.65,10.0
75.0,39,152,21,5.0,294.67,6.52,7.5,0.01,0.2,218.29,21.97,0.26,2.21,6.54
122.0,39,116,37,10.0,556.0,14.04,4.82,0.03,0.15,228.46,32.44,0.31,1.63,2.75
90.0,61,162,32,10.0,419.12,8.91,7.5,0.03,0.14,318.42,12.48,0.26,2.94,6.16
69.0,49,157,38,10.0,357.85,7.97,7.5,0.03,0.19,251.62,26.64,0.26,2.33,7.51
239.0,46,151,11,5.0,249.0,0.97,6.79,0.09,0.57,157.31,36.39,0.27,2.62,0.4
5.0,0,9,4,0.0,50.83,0.5,0.89,-1.0,0.0,12.69,-1.0,0.0,0.0,0.02
90.0,38,169,45,10.0,158.44,2.79,7.5,0.3,0.36,122.35,9.45,0.23,2.41,10.0
59.0,50,161,47,10.0,254.38,6.65,7.5,1.41,0.15,254.36,14.19,0.26,2.62,7.75
88.0,42,152,36,5.0,316.09,4.19,7.5,0.06,0.16,196.2,10.19,0.26,2.41,5.05
72.0,44,124,20,0.0,382.77,8.23,6.07,0.46,0.19,191.69,27.43,0.29,2.35,5.64
39.0,40,152,51,10.0,205.7,4.52,7.5,0.94,0.03,154.96,4.79,0.26,2.0,10.0
159.0,60,169,39,10.0,363.82,12.44,7.5,0.14,0.13,284.54,21.82,0.12,2.79,9.47
110.0,44,168,48,10.0,479.61,4.91,7.5,0.0,0.34,380.81,16.35,0.26,2.73,10.0
40.0,39,168,40,5.0,354.0,4.78,7.5,0.01,0.03,300.2,17.82,0.26,2.45,5.0
371.0,44,145,31,0.0,500.75,21.35,7.5,0.04,0.45,415.55,147.79,0.26,2.32,5.99
159.0,65,137,17,10.0,709.07,8.79,5.36,0.03,0.33,242.68,34.33,0.29,2.65,0.74
60.0,128,156,34,10.0,369.36,5.85,7.5,0.08,0.13,313.03,16.16,0.29,2.33,9.38
77.0,44,158,25,0.0,230.03,4.09,7.5,0.01,0.22,159.78,11.94,0.26,2.42,5.67
7.0,7,17,7,0.0,37.71,1.43,1.07,-1.0,0.0,9.4,-1.0,0.0,0.0,0.0
139.0,47,141,53,0.0,458.06,3.78,6.25,0.03,0.51,399.32,37.91,0.26,2.24,4.68
71.0,39,113,21,0.0,244.8,4.03,5.71,0.0,0.13,155.83,18.8,0.29,2.17,3.72
64.0,21,50,18,0.0,196.88,3.29,2.41,0.19,0.08,123.33,9.82,0.0,0.5,0.1
64.0,44,151,20,0.0,247.15,2.75,7.5,0.54,0.14,161.33,8.21,0.26,2.38,5.17
30.0,36,79,15,5.0,291.15,3.4,2.74,-1.0,0.27,231.26,11.53,0.41,2.05,3.49
110.0,53,166,37,10.0,475.64,13.64,7.5,0.18,0.15,264.58,56.97,0.26,2.67,7.05
104.0,48,180,12,5.0,355.73,6.97,7.5,0.19,0.35,128.41,45.39,0.26,3.0,0.48
42.0,50,158,35,10.0,222.44,2.65,7.5,0.0,0.1,62.42,1.41,0.26,2.37,10.0
74.0,39,181,28,10.0,369.78,4.33,7.5,0.01,0.23,187.44,3.36,0.26,3.09,6.45
18.0,11,76,3,0.0,166.33,3.33,3.27,0.0,0.11,50.56,2.83,0.09,3.25,0.08
41.0,17,115,27,0.0,217.5,2.96,5.0,0.57,0.29,135.21,5.4,0.0,2.15,5.97
77.0,89,158,60,10.0,418.42,5.52,7.5,0.07,0.39,213.87,8.28,0.26,2.52,8.46
73.0,0,178,111,10.0,348.27,5.34,7.5,0.53,0.23,189.55,14.97,0.0,2.82,8.72
57.0,41,158,43,0.0,285.0,5.94,7.5,0.97,0.3,193.63,25.53,0.24,3.21,0.07
138.0,36,166,44,5.0,398.03,10.21,7.5,0.15,0.3,209.48,45.81,0.23,2.5,8.21
56.0,44,173,120,10.0,549.91,10.06,7.5,0.28,0.2,221.63,30.09,0.0,2.76,9.23
35.0,39,93,29,10.0,353.0,2.75,2.86,0.05,0.17,105.72,13.94,0.5,2.83,9.21
54.0,39,107,31,0.0,252.96,1.24,4.29,0.07,0.39,139.42,11.73,0.32,2.14,2.57
109.0,15,167,23,0.0,249.62,3.24,7.14,0.01,0.38,82.84,13.21,0.0,2.47,5.35
154.0,39,166,75,10.0,479.09,9.27,7.5,0.23,0.29,327.46,34.5,0.26,2.48,6.35
106.0,40,120,55,0.0,255.93,0.26,4.82,0.15,0.57,138.3,15.89,0.33,2.14,8.46
33.0,26,126,32,10.0,316.69,6.0,5.21,0.05,0.15,86.84,25.52,0.0,2.42,8.04
56.0,39,153,38,0.0,227.93,1.12,6.07,-1.0,0.5,177.55,13.92,0.32,2.93,8.71
103.0,45,108,56,10.0,309.62,3.65,5.0,0.03,0.23,162.25,20.62,0.29,1.96,9.66
69.0,44,120,39,10.0,346.86,6.36,5.0,0.09,0.48,256.48,31.0,0.31,2.07,5.82
84.0,39,127,48,5.0,302.77,6.04,5.0,0.57,0.18,200.9,29.74,0.29,2.36,7.32
64.0,36,121,16,10.0,294.22,4.07,5.36,0.13,0.34,167.35,26.27,0.28,2.21,0.59
19.0,0,12,6,0.0,42.71,2.0,1.25,0.0,0.11,25.5,0.0,0.0,0.0,0.0
73.0,39,161,62,10.0,275.53,3.73,6.96,1.74,0.4,160.02,12.0,0.29,2.53,8.18
29.0,28,141,36,0.0,81.57,1.82,5.36,0.02,0.14,68.73,8.0,0.33,3.39,5.57
11.0,7,15,25,0.0,199.6,4.4,0.36,0.0,0.0,14.64,-1.0,0.0,2.6,4.04
141.0,41,176,98,5.0,813.66,15.45,7.5,0.03,0.38,459.31,46.19,0.26,2.82,7.44
64.0,7,106,17,5.0,442.52,8.9,3.93,0.13,0.33,126.69,28.4,0.0,2.82,6.87
41.0,6,101,21,10.0,214.0,1.64,3.93,-1.0,0.22,99.17,5.95,0.0,2.29,7.76
101.0,39,163,53,0.0,220.21,2.85,7.5,0.12,0.23,161.52,12.18,0.26,2.62,6.67
185.0,42,112,65,0.0,366.42,4.54,4.38,20.7,0.48,146.88,45.96,0.35,2.27,8.39
74.0,38,141,40,10.0,294.03,6.97,5.36,0.41,0.34,233.58,29.03,0.22,2.48,7.43
52.0,27,46,64,0.0,387.33,5.81,2.08,0.87,0.5,155.32,40.0,0.0,0.93,5.96
79.0,0,125,34,0.0,263.38,3.24,4.82,0.0,0.34,152.7,21.5,0.0,2.57,5.31
4.0,0,8,5,0.0,63.0,0.25,0.36,0.05,0.0,7.84,-1.0,0.0,0.0,0.0
155.0,44,167,99,5.0,471.21,16.29,7.5,0.14,0.39,275.88,95.09,0.26,2.79,7.17
174.0,44,122,49,5.0,201.48,5.82,5.71,0.54,0.24,77.91,33.31,0.3,2.17,7.44
109.0,12,156,49,5.0,88.25,1.24,6.43,0.07,0.56,67.49,10.32,0.0,2.73,6.86
82.0,18,76,48,5.0,306.36,4.14,2.71,0.06,0.45,143.59,23.82,0.33,2.25,6.81
70.0,34,77,50,5.0,261.0,6.79,2.5,0.0,0.63,115.38,57.42,0.35,1.75,7.15
51.0,38,87,53,0.0,624.12,9.0,4.17,0.01,0.27,247.35,28.81,0.31,1.08,0.67
8.0,10,31,14,0.0,489.5,6.0,0.36,0.0,0.25,32.12,7.4,0.33,2.5,0.13
27.0,39,87,9,0.0,278.79,1.93,2.86,0.06,0.33,55.57,7.08,0.64,3.79,0.1
55.0,10,161,49,10.0,162.61,1.91,7.5,0.01,0.09,93.6,2.85,0.0,2.41,7.56
23.0,41,100,20,10.0,143.5,3.88,3.21,-1.0,0.0,51.25,3.71,0.5,3.56,6.12
209.0,42,112,36,0.0,245.35,4.81,5.0,0.2,0.74,143.36,59.96,0.29,2.18,5.49
101.0,45,177,61,10.0,543.03,6.09,7.5,0.21,0.53,364.45,45.67,0.26,2.85,5.95
52.0,44,84,28,5.0,370.93,7.27,2.29,0.01,0.12,103.16,28.33,0.56,2.94,8.19
53.0,39,174,54,5.0,292.36,5.52,7.5,0.0,0.21,289.78,26.19,0.26,2.53,7.54
35.0,44,109,24,5.0,222.86,2.81,3.54,0.04,0.09,108.48,4.86,0.39,2.91,6.35
29.0,3,66,21,5.0,159.04,1.78,3.75,1.33,0.14,48.56,4.0,0.0,1.09,7.6
42.0,31,35,14,0.0,416.57,4.0,0.8,0.07,0.33,60.5,35.29,0.57,2.43,0.06
58.0,28,129,35,0.0,154.85,0.35,5.0,0.03,0.66,51.85,9.47,0.24,3.95,6.06
70.0,31,180,82,3.33,250.52,4.88,7.5,0.02,0.21,202.87,12.88,0.0,2.91,6.75
62.0,66,131,29,10.0,321.14,6.62,5.0,0.0,0.27,141.09,16.39,0.31,2.79,0.0
49.0,46,179,47,10.0,162.36,3.03,7.5,0.02,0.04,131.59,5.91,0.25,2.91,5.09
122.0,31,132,30,10.0,335.42,6.62,4.38,0.78,0.18,104.53,12.77,0.29,2.89,1.27
18.0,0,29,38,0.0,43.0,0.62,2.5,0.94,0.0,10.51,-1.0,0.0,0.23,0.66
37.0,35,152,27,10.0,84.91,1.37,7.5,1.16,0.0,36.89,0.0,0.14,2.11,10.0
17.0,0,58,16,3.33,141.8,2.6,2.14,0.28,0.18,44.55,3.67,0.0,1.8,1.12
41.0,67,108,17,0.0,130.56,1.04,4.29,-1.0,0.12,75.41,0.54,0.29,2.31,0.09
37.0,15,78,12,3.33,167.71,2.38,3.27,0.01,0.38,67.66,7.86,0.0,1.76,0.28
13.0,0,33,41,0.0,74.0,2.64,0.0,3.55,0.0,9.24,2.64,0.0,0.6,0.0
13.0,0,24,30,0.0,59.6,0.8,0.0,3.34,0.0,6.47,0.0,0.0,1.0,0.0
148.0,33,172,86,10.0,179.0,2.46,6.43,0.66,0.47,95.93,17.82,0.2,2.83,2.23
144.0,48,168,59,10.0,168.14,1.17,7.5,0.0,0.16,160.66,4.21,0.25,2.59,5.37
42.0,13,170,45,10.0,67.24,0.82,6.79,1.43,0.12,37.52,2.15,0.0,2.86,5.19
24.0,0,49,119,0.0,103.77,1.38,0.0,1.71,0.17,23.08,3.69,0.0,1.64,0.0
70.0,39,175,62,10.0,127.41,1.6,7.5,0.01,0.27,107.21,4.21,0.25,2.91,8.47
42.0,41,118,38,10.0,262.34,2.83,4.79,0.01,0.05,118.74,7.63,0.29,2.27,3.41
104.0,39,175,36,3.33,349.35,7.54,7.5,1.41,0.29,267.66,30.26,0.25,2.94,0.73
232.0,44,170,62,10.0,657.38,15.21,7.5,0.02,0.24,342.91,79.52,0.25,2.66,3.74
53.0,34,189,127,10.0,309.94,7.09,7.5,0.03,0.15,214.99,12.55,0.22,3.03,10.0
63.0,38,185,29,10.0,248.0,3.35,7.5,0.15,0.06,138.43,4.21,0.22,3.33,7.12
23.0,24,41,13,0.0,131.08,3.45,1.9,0.0,0.22,46.9,3.55,0.33,1.83,0.03
61.0,36,110,36,5.0,329.17,4.54,3.96,0.0,0.36,138.81,13.88,0.31,2.2,0.97
42.0,34,107,18,0.0,158.72,2.77,5.36,0.02,0.12,140.25,1.04,0.33,2.0,0.64
41.0,157,170,55,10.0,489.77,2.35,7.5,0.0,0.02,224.82,0.37,0.26,2.83,3.66
61.0,45,181,42,10.0,296.43,3.38,7.5,0.09,0.15,160.22,5.77,0.25,3.17,5.94
60.0,72,177,43,10.0,339.28,7.09,7.14,0.28,0.22,255.27,12.91,0.28,2.8,6.45
90.0,39,175,44,6.67,230.52,1.94,6.25,0.01,0.14,185.12,5.73,0.26,2.91,4.55
16.0,0,28,4,0.0,123.8,2.47,2.5,0.38,0.06,58.18,5.8,0.0,0.27,0.0
133.0,21,120,43,7.77,395.83,8.62,4.17,0.38,0.31,180.69,34.66,0.0,2.07,3.1
27.0,0,22,4,0.0,164.67,1.17,1.07,0.0,0.67,28.55,5.67,0.0,1.0,0.0
52.0,33,73,4,0.0,192.77,0.0,2.29,-1.0,0.52,76.87,5.85,0.57,3.64,0.12
20.0,7,68,6,0.0,161.0,2.59,2.5,0.0,0.05,32.28,3.12,0.0,1.82,0.0
21.0,0,29,17,0.0,78.62,0.85,2.5,-1.0,0.0,31.83,0.0,0.0,0.23,0.06
15.0,0,29,1,0.0,62.86,1.36,2.5,-1.0,0.0,36.88,-1.0,0.0,0.21,0.0
