attempts,comments,lloc,system_access,exam_grade,events,tests,exercises_list_grade,copy_paste,syntax_error,IDE_usage,error_quotient,conditions,vars,final_grade
66.0,18,231,32,6.67,395.5,4.29,7.5,0.22,0.12,292.54,16.85,0.0,3.56,2.0
85.0,42,197,35,10.0,241.31,1.62,7.5,0.1,0.08,183.74,0.89,0.0,3.1,8.0
51.0,0,111,26,0.0,127.5,1.68,5.0,1.54,0.37,81.37,0.0,0.0,2.36,9.0
69.0,39,115,22,10.0,120.48,0.12,4.58,5.86,0.26,130.85,0.92,0.3,2.44,2.42
3.0,14,14,1,0.0,961.0,0.0,0.21,-1.0,0.67,35.9,5.5,0.0,0.0,0.01
46.0,50,215,66,10.0,55.08,0.03,7.5,0.16,0.0,37.09,-1.0,0.23,3.34,8.78
135.0,11,215,109,0.0,367.95,0.28,5.0,0.03,0.16,321.8,1.33,0.0,3.26,7.0
83.0,43,186,19,0.0,271.49,0.0,7.29,1.34,0.16,174.62,0.0,0.25,2.78,0.85
46.0,4,144,78,10.0,254.64,0.08,7.5,0.27,0.04,173.38,0.0,0.0,1.68,9.0
114.0,78,189,50,10.0,267.16,0.13,7.5,-1.0,0.29,146.76,3.37,0.21,2.95,5.0
75.0,50,129,26,0.0,204.76,0.0,0.0,0.19,0.11,110.87,0.0,0.35,2.96,0.0
109.0,47,182,52,10.0,246.03,0.21,7.5,0.02,0.19,313.32,1.49,0.2,2.67,7.0
75.0,42,114,54,10.0,135.18,0.07,5.0,0.03,0.29,93.75,2.41,0.31,2.28,6.97
53.0,0,24,10,0.0,149.23,0.0,2.5,0.0,0.17,99.16,0.0,0.0,0.0,0.0
69.0,43,173,58,10.0,255.71,0.16,7.5,0.03,0.06,207.38,0.84,0.22,2.65,6.0
40.0,39,182,77,0.0,214.4,1.59,0.0,0.0,0.07,67.57,0.31,0.29,3.72,0.0
64.0,39,178,102,10.0,224.46,0.03,6.96,0.01,0.28,96.65,0.74,0.27,2.54,9.0
91.0,128,188,68,10.0,392.74,0.44,7.5,0.01,0.24,382.81,2.29,0.22,2.67,7.0
73.0,0,183,104,10.0,347.53,0.08,7.5,0.29,0.08,181.59,0.3,0.0,2.62,8.18
52.0,54,171,146,10.0,222.66,0.49,7.5,0.2,0.04,297.7,0.0,0.22,2.4,8.0
89.0,65,193,62,10.0,284.95,0.34,7.5,0.02,0.12,244.91,0.67,0.22,2.85,7.91
73.0,43,193,48,5.0,339.19,0.16,7.5,0.1,0.18,274.25,3.41,0.25,2.51,6.0
183.0,76,183,131,10.0,266.58,0.03,7.5,0.0,0.34,222.56,4.14,0.21,2.82,8.0
55.0,34,107,45,10.0,146.62,0.0,5.0,0.75,0.11,93.53,0.59,0.29,2.0,5.0
242.0,49,204,72,10.0,401.76,0.72,7.5,0.09,0.41,278.9,11.95,0.18,2.66,8.0
87.0,40,178,99,5.0,453.49,0.59,7.29,0.12,0.22,364.84,3.87,0.22,2.75,8.0
66.0,47,172,39,5.0,239.88,0.0,6.46,0.59,0.26,127.51,5.74,0.25,2.89,5.0
57.0,43,183,39,10.0,187.11,0.0,7.5,0.07,0.11,182.97,0.0,0.22,2.88,6.0
88.0,46,185,68,10.0,411.41,2.08,7.5,0.03,0.2,268.62,7.61,0.22,2.64,0.0
82.0,51,107,28,5.0,212.26,0.0,5.0,0.0,0.34,109.33,7.19,0.29,2.29,2.0
46.0,52,181,56,10.0,266.5,0.53,7.5,0.03,0.0,263.31,0.0,0.22,2.82,8.0
61.0,78,160,40,10.0,185.77,0.94,6.88,0.21,0.23,199.68,3.47,0.27,2.28,6.0
80.0,66,162,37,5.0,245.27,0.74,7.08,0.0,0.23,222.95,1.08,0.23,2.46,7.0
114.0,48,125,46,0.0,250.41,0.33,5.42,0.22,0.13,208.3,0.27,0.28,2.22,1.56
38.0,58,125,33,0.0,202.5,0.14,5.21,0.01,0.0,144.4,0.0,0.3,1.93,2.0
57.0,39,187,55,5.0,278.63,1.05,7.5,0.01,0.09,297.62,2.86,0.22,2.88,5.0
62.0,31,180,70,10.0,488.87,0.03,7.5,0.0,0.05,352.44,0.0,0.0,2.8,7.0
47.0,25,118,38,10.0,269.27,0.31,5.42,0.1,0.09,159.22,0.87,0.23,2.13,0.0
58.0,39,185,45,10.0,187.15,0.29,7.5,0.02,0.19,126.16,0.34,0.22,2.9,5.0
94.0,61,189,57,10.0,378.34,1.34,7.5,0.01,0.06,460.11,3.97,0.22,2.95,1.0
73.0,127,207,37,10.0,407.68,1.0,7.5,0.09,0.08,308.12,1.21,0.21,2.55,9.0
174.0,25,141,51,0.0,295.71,1.88,5.21,0.0,0.34,226.84,19.53,0.0,2.5,4.61
95.0,63,180,34,10.0,250.54,0.0,7.5,0.05,0.24,168.96,1.28,0.22,2.64,9.0
90.0,42,189,44,10.0,327.41,2.11,7.5,0.3,0.08,235.0,7.03,0.22,2.82,6.0
144.0,46,139,29,5.0,286.76,1.58,6.25,0.02,0.22,158.69,5.59,0.26,2.29,1.0
129.0,48,142,40,0.0,230.97,0.45,5.83,-1.0,0.3,222.05,7.52,0.26,2.31,4.0
73.0,49,105,33,5.0,276.93,0.0,4.64,0.01,0.32,179.42,2.52,0.29,1.46,4.53
63.0,59,176,41,10.0,182.89,0.0,7.5,0.21,0.03,125.6,-1.0,0.22,2.72,10.0
19.0,0,64,17,0.0,84.31,0.0,0.0,2.93,0.0,19.09,-1.0,0.0,1.54,0.0
7.0,0,12,1,0.0,66.71,0.0,1.25,0.0,0.0,5.81,-1.0,0.0,0.0,0.0
102.0,50,182,55,10.0,343.69,0.14,7.5,0.0,0.15,275.04,1.41,0.0,2.77,8.0
38.0,40,145,42,10.0,330.76,0.25,5.36,0.0,0.0,187.06,2.38,0.31,3.03,8.0
40.0,41,135,33,0.0,197.24,0.37,5.42,-1.0,0.07,135.98,3.07,0.29,2.61,7.0
85.0,42,107,39,10.0,178.93,0.75,4.38,-1.0,0.35,138.84,3.0,0.3,1.61,6.0
36.0,30,125,46,0.0,148.6,0.68,5.62,0.0,0.11,127.91,0.87,0.0,2.19,4.36
24.0,8,51,30,0.0,90.33,0.28,2.71,-1.0,0.0,62.9,0.72,0.0,1.06,1.0
14.0,7,33,2,0.0,6.6,0.0,2.5,42.79,0.0,0.55,-1.0,0.0,0.21,0.04
21.0,23,55,8,0.0,137.5,2.0,2.5,0.01,0.05,41.51,0.0,0.0,1.81,0.0
44.0,42,85,28,0.0,160.32,0.0,4.17,2.86,0.0,75.02,-1.0,0.22,1.68,0.08
83.0,3,217,76,10.0,284.58,0.53,7.5,0.08,0.07,119.81,0.21,0.0,3.44,5.99
120.0,0,196,56,10.0,322.59,0.84,7.5,0.17,0.22,282.65,4.11,0.0,2.97,5.0
229.0,10,204,60,10.0,342.81,2.84,7.5,3.36,0.41,198.82,25.38,0.0,3.13,5.0
370.0,36,175,36,0.0,449.16,1.77,7.08,0.05,0.48,355.12,29.28,0.0,2.29,5.0
98.0,27,188,56,10.0,217.05,0.38,7.5,0.24,0.18,169.33,0.0,0.13,2.15,7.0
35.0,41,79,28,0.0,309.31,0.0,2.5,0.0,0.54,82.42,7.85,0.57,4.07,1.0
116.0,33,111,26,10.0,180.07,0.3,5.0,0.02,0.44,53.22,13.15,0.26,2.0,3.0
65.0,37,97,41,0.0,174.6,0.77,4.79,0.13,0.14,88.08,4.73,0.29,1.74,6.0
72.0,34,124,35,0.0,189.07,0.52,5.21,1.49,0.22,163.25,0.29,0.3,2.14,5.0
123.0,69,198,58,10.0,320.42,1.13,7.5,0.28,0.08,226.61,0.57,0.22,1.5,7.0
132.0,30,116,48,5.0,101.21,0.07,5.21,7.53,0.57,57.71,6.04,0.17,1.61,5.0
95.0,42,184,43,10.0,321.39,1.03,6.88,0.14,0.16,202.36,4.86,0.24,2.63,5.0
86.0,41,187,33,0.0,200.53,0.14,7.29,0.09,0.22,185.13,0.51,0.21,2.54,5.0
45.0,0,30,5,0.0,111.23,0.0,2.5,5.46,0.47,51.52,5.54,0.0,0.23,0.0
120.0,0,190,46,0.0,289.08,2.39,7.08,0.06,0.24,282.2,5.24,0.0,2.76,2.0
224.0,45,196,62,10.0,372.58,0.38,7.5,0.03,0.29,236.24,8.24,0.22,2.53,5.0
104.0,46,194,105,10.0,245.21,0.95,7.5,1.36,0.03,156.06,-1.0,0.23,1.63,7.0
40.0,13,31,10,0.0,177.93,1.21,1.7,0.05,0.1,44.63,13.14,0.0,1.07,0.0
86.0,13,64,16,10.0,270.57,0.48,3.54,0.08,0.42,101.96,12.67,0.0,1.48,0.0
112.0,20,111,26,0.0,220.77,0.07,5.0,0.02,0.67,133.29,18.37,0.11,1.61,0.0
207.0,17,110,56,0.0,215.81,0.25,5.0,0.0,0.69,144.7,13.56,0.11,1.48,6.0
58.0,36,129,61,10.0,346.58,4.09,3.78,0.01,0.19,134.85,17.12,0.36,3.48,5.0
125.0,37,150,56,10.0,378.62,1.03,5.42,0.06,0.42,196.07,19.25,0.24,2.41,5.0
117.0,10,120,37,0.0,175.43,0.28,5.0,1.48,0.53,79.79,17.21,0.0,2.21,5.0
93.0,85,185,71,10.0,249.37,0.41,7.32,0.92,0.34,213.15,1.41,0.22,2.66,5.0
153.0,38,117,20,10.0,162.29,0.36,5.0,0.04,0.35,53.39,4.96,0.24,2.14,1.0
96.0,39,206,68,10.0,223.1,0.74,7.5,0.22,0.32,109.93,4.76,0.22,2.65,10.0
151.0,29,191,39,10.0,400.87,0.5,7.5,0.21,0.36,340.03,7.68,0.0,3.05,7.68
112.0,61,163,70,0.0,269.87,1.08,6.46,1.12,0.56,206.44,9.82,0.22,2.41,5.0
113.0,30,178,75,10.0,388.71,2.95,7.29,0.0,0.43,210.98,12.95,0.2,2.98,7.0
31.0,0,11,1,0.0,93.71,0.0,1.07,-1.0,0.23,18.1,7.14,0.0,0.0,0.0
59.0,38,103,19,0.0,39.92,0.0,5.0,0.12,0.31,32.79,0.78,0.25,1.78,0.0
30.0,6,20,42,0.0,543.56,9.3,0.8,0.0,0.57,97.7,99.2,0.4,2.3,2.0
98.0,39,116,49,0.0,201.12,0.0,5.0,0.69,0.54,116.5,16.31,0.33,2.31,3.04
54.0,39,134,35,10.0,200.46,0.19,5.0,0.34,0.15,137.57,0.81,0.32,2.93,3.47
134.0,39,198,59,0.0,245.66,0.38,7.5,0.68,0.17,138.22,4.13,0.22,2.5,3.0
97.0,39,102,26,0.0,214.46,0.0,5.0,0.49,0.52,122.04,10.52,0.33,1.62,1.0
70.0,10,103,37,0.0,258.44,2.19,3.3,0.01,0.17,118.52,12.19,0.07,1.37,5.0
110.0,6,125,58,0.0,454.75,6.14,5.21,0.01,0.37,208.45,41.07,0.0,2.23,5.0
95.0,31,104,46,0.0,371.41,2.54,4.58,0.0,0.26,200.61,19.93,0.21,1.71,1.0
22.0,2,16,20,0.0,62.0,0.44,1.43,0.0,0.09,11.92,0.0,0.0,0.0,0.0
65.0,36,66,52,0.0,559.47,7.6,2.08,0.02,0.6,215.54,85.87,0.53,2.69,5.0
76.0,14,153,46,0.0,270.45,3.06,5.62,0.05,0.34,162.4,5.24,0.0,2.81,5.0
43.0,34,127,27,10.0,465.5,4.25,3.96,0.0,0.19,181.45,15.83,0.25,2.75,7.0
64.0,35,98,35,10.0,475.72,5.5,3.24,0.0,0.55,169.9,50.11,0.47,3.11,6.0
22.0,7,35,29,0.0,125.0,2.83,1.07,0.05,0.68,32.05,29.75,0.0,1.33,4.72
88.0,20,202,46,10.0,250.18,1.61,7.5,0.08,0.33,197.62,3.77,0.0,2.79,8.37
166.0,104,203,81,10.0,431.16,2.43,7.5,0.27,0.31,497.87,12.03,0.22,3.17,8.38
77.0,39,144,36,10.0,238.62,1.77,5.62,0.02,0.17,108.32,5.09,0.26,2.65,6.45
3.0,0,8,29,0.0,83.67,0.0,0.54,12.33,0.0,3.06,-1.0,0.0,0.0,0.0
88.0,35,167,32,10.0,299.18,2.91,5.62,0.08,0.43,170.39,25.18,0.0,2.78,7.0
89.0,66,190,55,10.0,318.89,6.13,7.29,0.01,0.21,320.07,29.05,0.22,2.75,7.0
121.0,87,216,69,10.0,388.45,3.0,7.5,0.16,0.2,297.49,19.54,0.0,3.46,8.99
68.0,285,203,129,10.0,412.59,3.0,7.5,0.74,0.13,275.58,2.0,0.22,2.92,10.0
99.0,39,165,62,10.0,379.56,4.46,6.46,0.16,0.44,262.2,20.41,0.24,2.61,8.0
38.0,41,145,32,10.0,288.23,3.84,5.42,0.28,0.08,137.99,15.1,0.25,2.56,6.0
132.0,168,204,51,10.0,776.08,5.0,7.5,0.01,0.5,486.01,37.62,0.24,2.8,9.0
65.0,48,188,54,10.0,196.58,0.46,7.5,0.24,0.18,135.23,1.3,0.23,2.59,10.0
28.0,0,17,3,0.0,86.89,0.0,1.43,-1.0,0.36,18.17,0.0,0.0,0.12,0.0
41.0,39,118,45,10.0,167.18,2.74,5.0,0.13,0.02,127.78,5.3,0.31,2.14,9.0
54.0,0,48,26,0.0,113.75,0.88,2.92,0.0,0.11,51.27,6.69,0.0,0.75,5.75
82.0,45,183,36,10.0,227.87,2.74,7.5,0.14,0.22,181.82,5.61,0.23,2.54,10.0
20.0,0,27,1,0.0,79.08,0.0,2.14,0.0,0.1,23.8,-1.0,0.0,0.17,0.0
126.0,38,206,55,10.0,353.53,3.32,7.5,0.03,0.58,296.88,7.68,0.12,2.95,7.0
99.0,44,197,26,10.0,280.42,1.63,7.5,0.04,0.31,284.29,7.39,0.22,2.88,1.0
12.0,0,16,1,0.0,43.12,0.0,1.61,7.22,0.08,15.14,-1.0,0.0,0.0,0.0
121.0,39,164,39,10.0,346.35,2.97,6.25,0.1,0.37,178.98,27.62,0.25,2.75,8.0
83.0,44,197,37,10.0,271.45,1.29,7.5,0.0,0.18,156.93,4.0,0.22,2.67,7.53
108.0,36,192,46,10.0,242.92,1.88,7.5,0.12,0.36,136.09,7.67,0.2,2.78,6.0
77.0,42,177,75,6.67,192.2,1.88,7.5,0.08,0.27,189.87,7.13,0.2,2.44,5.0
88.0,44,185,57,10.0,172.55,0.95,7.5,0.11,0.42,180.17,2.76,0.22,2.63,8.0
49.0,39,141,45,10.0,240.19,1.52,5.83,0.01,0.24,155.42,2.53,0.27,2.42,8.0
24.0,0,16,4,0.0,80.64,0.0,1.43,0.64,0.42,19.52,2.6,0.0,0.0,0.0
108.0,44,164,54,6.67,227.0,1.5,6.67,0.19,0.4,138.04,19.33,0.24,2.58,7.0
142.0,12,195,56,10.0,299.28,3.13,7.5,0.61,0.3,228.8,19.31,0.0,2.8,7.0
88.0,24,140,11,0.0,254.59,2.12,6.46,1.46,0.48,174.47,9.23,0.0,2.39,0.13
43.0,39,120,38,10.0,261.26,2.63,4.64,0.51,0.23,157.88,10.12,0.32,2.46,2.0
96.0,54,207,65,10.0,285.47,3.74,7.5,0.23,0.36,255.99,18.16,0.22,3.1,7.0
77.0,55,212,104,10.0,403.59,8.13,7.5,0.23,0.13,368.09,23.37,0.22,3.34,3.73
43.0,36,207,34,10.0,165.95,1.21,7.5,6.45,0.0,108.58,3.15,0.0,2.98,5.59
67.0,71,198,63,10.0,391.7,1.92,7.5,0.28,0.21,209.13,5.75,0.22,2.9,5.58
72.0,36,208,60,10.0,361.78,3.42,7.5,0.58,0.11,177.65,11.11,0.0,3.05,7.69
65.0,27,139,30,10.0,149.29,0.64,4.82,0.03,0.51,52.59,7.21,0.18,2.9,1.71
94.0,38,189,45,10.0,688.95,4.21,7.32,0.09,0.32,258.44,12.0,0.22,2.71,8.11
81.0,44,194,103,10.0,408.55,7.08,7.5,0.14,0.2,337.74,32.42,0.22,2.93,6.0
85.0,9,212,102,10.0,496.03,6.69,7.29,0.04,0.16,451.06,13.1,0.0,3.28,2.0
87.0,45,127,27,10.0,347.71,4.81,5.0,1.76,0.28,121.86,39.18,0.31,2.66,1.6
45.0,39,135,29,10.0,202.24,2.7,5.21,0.96,0.11,95.97,3.97,0.29,2.48,1.0
68.0,39,192,49,10.0,309.66,7.22,7.5,0.03,0.12,283.82,27.26,0.22,2.5,1.0
114.0,67,194,54,10.0,471.63,7.78,7.5,0.14,0.13,302.77,28.08,0.22,2.76,7.68
32.0,0,43,6,6.67,551.12,11.94,2.5,0.06,0.12,122.58,64.24,0.0,0.62,0.47
20.0,45,104,5,10.0,368.94,2.25,2.92,-1.0,0.05,109.96,2.44,0.53,4.29,0.0
63.0,7,114,35,0.0,252.3,5.22,5.0,0.93,0.27,128.36,23.35,0.0,2.5,5.3
94.0,22,74,16,10.0,219.84,2.0,3.33,0.1,0.53,109.35,12.08,0.2,1.4,1.47
177.0,51,121,26,0.0,226.87,0.03,2.29,1.08,0.45,139.07,11.3,0.25,2.06,0.12
34.0,28,118,6,10.0,255.42,1.6,3.78,1.82,0.21,87.14,7.52,0.26,2.41,0.69
15.0,0,77,65,0.0,162.18,2.45,0.0,0.05,0.0,37.24,-1.0,0.0,4.27,0.14
80.0,12,213,107,10.0,182.59,0.05,7.5,0.13,0.0,162.07,0.0,0.0,3.15,7.0
87.0,17,149,45,0.0,104.44,0.0,7.5,1.07,0.31,55.8,0.0,0.0,2.24,0.22
24.0,0,30,8,0.0,37.77,0.0,2.5,1.14,0.25,8.81,1.0,0.0,0.23,0.03
103.0,59,198,55,10.0,502.87,0.7,7.5,0.15,0.3,277.19,5.11,0.22,2.85,9.0
61.0,35,197,30,10.0,167.12,0.03,7.5,0.54,0.16,80.57,0.0,0.0,2.98,8.0
124.0,70,188,61,10.0,344.64,1.36,7.5,0.64,0.37,212.76,3.71,0.22,2.72,5.0
339.0,39,181,70,0.0,542.58,2.0,7.5,0.19,0.68,723.83,60.74,0.22,2.78,0.0
21.0,18,51,11,0.0,104.12,0.19,2.92,0.03,0.05,51.14,0.0,0.0,0.6,0.02
94.0,42,200,26,10.0,283.52,0.29,7.29,0.26,0.06,148.81,0.65,0.22,2.82,5.0
78.0,63,197,35,10.0,234.39,1.45,7.5,0.02,0.17,160.11,3.98,0.22,2.72,4.0
124.0,10,200,53,10.0,306.13,0.16,7.5,0.04,0.12,171.6,1.08,0.0,2.72,8.0
123.0,10,144,30,0.0,438.12,0.06,6.46,0.54,0.24,215.36,2.44,0.0,2.33,5.0
103.0,49,203,61,10.0,322.51,4.28,7.5,0.66,0.24,307.55,9.03,0.0,2.88,2.0
65.0,33,162,37,10.0,230.8,0.89,6.46,0.4,0.15,213.59,0.77,0.0,2.53,8.0
58.0,48,211,64,10.0,316.23,2.55,7.5,1.76,0.14,332.77,6.79,0.22,3.0,8.0
157.0,7,154,35,10.0,294.64,0.91,6.46,0.53,0.33,216.87,4.76,0.0,2.34,6.0
139.0,54,190,60,10.0,329.9,0.37,7.5,0.53,0.31,238.49,2.85,0.22,2.62,8.0
67.0,39,182,40,10.0,305.87,0.12,7.5,0.49,0.03,241.22,-1.0,0.22,2.62,10.0
108.0,41,191,64,10.0,350.82,4.26,7.08,2.0,0.38,409.41,23.41,0.22,2.77,7.0
198.0,45,169,47,10.0,294.74,0.76,6.67,0.58,0.49,287.18,13.97,0.22,2.61,3.0
134.0,80,197,65,10.0,427.95,3.5,7.29,0.66,0.37,521.52,28.08,0.22,2.88,8.0
60.0,110,204,33,10.0,219.13,0.03,7.5,0.09,0.1,125.65,0.32,0.22,3.15,8.0
54.0,46,190,37,10.0,233.26,0.12,7.5,0.94,0.04,185.54,0.0,0.22,2.62,6.0
16.0,0,29,2,0.0,51.71,0.0,2.5,2.92,0.0,28.79,-1.0,0.0,0.23,0.0
212.0,45,199,56,10.0,255.71,0.16,7.5,0.18,0.36,179.63,7.95,0.22,2.88,10.0
44.0,7,85,31,0.0,122.79,1.44,3.96,0.51,0.07,89.11,0.54,0.0,1.24,1.66
74.0,40,185,73,10.0,255.33,0.69,7.5,0.58,0.24,373.23,5.28,0.22,2.78,7.0
61.0,30,187,32,10.0,317.63,0.15,7.5,0.09,0.02,241.24,-1.0,0.0,2.28,8.18
122.0,39,159,29,10.0,191.64,0.17,6.46,0.61,0.27,150.13,4.17,0.24,2.47,8.06
76.0,47,115,45,0.0,313.69,0.96,5.0,3.64,0.28,176.33,9.85,0.32,1.73,3.0
57.0,39,192,62,10.0,195.87,0.0,7.5,0.96,0.07,209.01,0.0,0.22,2.82,10.0
72.0,39,185,49,10.0,184.69,0.0,7.5,0.92,0.26,169.06,0.34,0.22,2.73,10.0
162.0,40,131,30,10.0,236.32,0.5,5.21,1.44,0.64,154.14,6.13,0.29,2.4,7.71
137.0,34,192,76,10.0,79.26,0.2,7.5,0.24,0.34,133.26,3.95,0.0,2.67,8.25
65.0,41,195,76,10.0,314.69,0.08,7.5,0.15,0.15,139.27,-1.0,0.0,2.67,10.0
39.0,0,170,102,0.0,11.03,0.0,2.5,7.86,0.0,4.52,-1.0,0.0,2.47,0.13
50.0,47,202,55,10.0,170.25,0.85,7.5,1.28,0.12,161.26,0.33,0.22,2.69,9.0
65.0,45,132,35,10.0,275.66,0.68,5.0,0.21,0.14,171.99,1.79,0.3,2.8,7.77
102.0,41,179,35,10.0,374.19,4.49,6.7,0.01,0.11,316.25,10.0,0.24,2.78,7.0
44.0,13,141,24,10.0,259.55,0.7,5.83,0.87,0.0,135.04,0.79,0.0,2.35,7.0
60.0,0,52,50,6.67,271.47,3.44,2.71,0.01,0.42,98.46,10.29,0.0,1.0,5.0
20.0,7,33,3,0.0,52.43,1.29,2.32,-1.0,0.1,53.55,0.0,0.0,0.43,0.0
