attempts,comments,lloc,system_access,exam_grade,events,tests,exercises_list_grade,copy_paste,syntax_error,IDE_usage,error_quotient,conditions,vars,final_grade
116.0,39,190,80,5.0,296.33,0.05,7.5,0.83,0.23,148.28,0.89,0.22,2.69,9.0
195.0,33,178,45,10.0,441.08,3.32,5.62,0.84,0.28,448.31,18.88,0.19,2.86,2.0
308.0,38,161,34,5.0,224.91,0.34,6.46,0.2,0.77,230.82,30.32,0.2,2.57,6.0
143.0,44,240,72,5.0,327.33,1.42,7.5,0.02,0.32,235.96,6.57,0.23,3.33,5.57
200.0,38,210,39,0.0,230.31,0.74,7.5,0.04,0.3,294.46,5.35,0.23,2.74,9.0
111.0,48,188,41,10.0,268.19,0.05,7.5,0.0,0.18,209.23,0.0,0.22,2.64,8.0
53.0,36,189,52,10.0,280.36,0.08,7.5,0.94,0.15,224.95,0.21,0.0,2.63,9.0
30.0,39,92,15,0.0,159.62,0.0,3.75,0.0,0.3,52.46,2.48,0.41,2.24,5.0
114.0,40,142,34,0.0,298.67,3.38,4.29,0.0,0.23,211.99,18.0,0.3,2.76,3.0
58.0,39,150,34,10.0,173.53,0.0,6.46,0.8,0.22,161.41,0.0,0.26,2.35,9.0
119.0,35,178,45,5.0,320.5,0.5,6.88,0.0,0.32,141.08,5.58,0.22,2.83,9.0
68.0,44,123,12,0.0,278.9,0.05,3.96,0.07,0.32,126.1,2.86,0.41,2.81,1.0
52.0,33,149,15,5.0,107.56,0.14,5.21,-1.0,0.27,35.33,2.44,0.24,3.04,1.0
79.0,40,188,71,10.0,145.65,3.24,7.5,0.08,0.19,89.69,11.81,0.22,2.98,8.0
102.0,37,183,35,0.0,141.86,1.97,7.5,0.0,0.37,107.75,22.87,0.21,2.84,8.0
58.0,40,189,24,10.0,42.26,0.03,7.5,0.02,0.02,29.59,-1.0,0.22,2.82,1.89
128.0,39,153,43,0.0,508.6,0.8,6.25,0.6,0.6,322.42,15.03,0.25,2.57,3.0
5.0,18,20,4,0.0,327.0,0.0,0.62,-1.0,0.0,21.55,-1.0,0.67,5.0,0.0
73.0,39,157,23,0.0,189.73,0.06,6.25,0.02,0.34,147.84,2.7,0.26,2.56,2.0
106.0,40,125,9,0.0,283.58,0.21,3.93,0.04,0.43,89.59,18.25,0.36,2.92,0.0
103.0,39,150,36,10.0,218.25,0.18,6.46,0.63,0.3,207.36,3.38,0.26,2.41,8.0
130.0,44,89,23,5.0,299.47,1.13,2.5,0.25,0.62,39.31,17.07,0.56,3.5,3.0
124.0,39,116,21,5.0,168.04,0.04,5.0,0.0,0.33,91.89,3.5,0.32,2.15,9.0
43.0,10,63,2,0.0,135.29,0.0,2.92,0.32,0.12,53.45,0.0,0.0,1.94,0.02
78.0,12,216,39,10.0,217.5,0.07,7.5,0.18,0.21,157.4,0.85,0.0,3.28,5.0
111.0,77,204,58,10.0,335.24,1.31,7.5,0.02,0.14,302.57,2.41,0.0,3.0,1.0
48.0,40,184,42,6.67,194.55,1.34,6.67,0.0,0.06,94.76,0.65,0.21,2.82,8.0
7.0,0,24,8,0.0,454.0,11.25,0.83,0.09,0.14,27.84,24.75,0.0,3.75,0.43
71.0,40,189,17,10.0,114.3,0.0,7.5,0.02,0.07,116.13,0.0,0.22,2.88,0.0
96.0,53,186,37,0.0,235.08,0.58,7.5,0.01,0.4,237.84,2.17,0.26,3.0,0.0
12.0,10,11,1,0.0,402.0,0.0,0.42,-1.0,0.83,19.86,58.5,0.0,4.5,0.0
18.0,0,20,3,0.0,43.0,0.0,1.43,3.86,0.22,8.08,0.0,0.0,0.5,0.0
4.0,6,10,32,0.0,42.67,0.0,0.21,-1.0,0.75,3.11,4.33,0.67,4.67,0.13
14.0,0,21,47,0.0,5.0,0.0,2.5,43.31,0.0,0.35,-1.0,0.0,0.0,0.05
34.0,7,120,7,0.0,122.96,0.0,0.21,1.07,0.12,52.84,-1.0,0.0,2.39,0.01
134.0,43,193,88,10.0,235.92,0.08,7.5,0.11,0.1,123.39,0.92,0.22,2.93,7.88
116.0,56,196,18,10.0,279.41,1.32,7.5,0.19,0.38,163.94,9.52,0.22,2.88,0.0
104.0,46,198,49,10.0,371.52,0.34,7.5,0.0,0.03,290.65,0.0,0.24,1.8,9.0
98.0,51,165,28,3.33,203.83,1.22,6.25,0.5,0.4,205.49,8.75,0.27,2.64,0.0
122.0,50,191,46,10.0,274.21,0.59,7.5,0.0,0.2,193.12,3.33,0.22,1.59,2.0
35.0,51,124,18,3.33,173.52,1.14,5.0,0.07,0.06,89.85,3.52,0.3,2.07,0.0
80.0,64,197,50,10.0,340.85,0.35,7.5,0.02,0.21,280.05,0.65,0.24,1.49,1.0
64.0,35,141,16,10.0,239.34,0.07,4.4,0.0,0.09,121.96,0.0,0.31,3.06,1.02
167.0,55,207,37,10.0,271.32,2.42,7.5,0.02,0.47,237.31,10.41,0.22,2.88,1.0
65.0,36,193,42,10.0,212.03,0.29,6.96,0.05,0.12,159.35,0.68,0.21,3.05,10.0
61.0,49,197,50,10.0,194.23,0.52,7.5,0.05,0.05,246.92,1.3,0.22,2.75,5.0
38.0,35,90,22,3.33,137.46,0.5,2.98,0.04,0.21,98.44,1.8,0.0,1.78,0.0
23.0,24,64,16,0.0,153.82,0.0,2.77,0.06,0.0,92.87,-1.0,0.21,1.12,0.57
35.0,67,174,47,10.0,305.77,2.86,6.01,0.0,0.0,260.39,7.58,0.29,2.42,6.0
90.0,46,198,53,10.0,355.28,0.78,7.5,0.01,0.1,192.92,0.67,0.22,2.69,10.0
64.0,36,185,24,10.0,212.05,0.05,7.5,0.22,0.05,140.76,0.0,0.0,2.76,1.0
61.0,43,181,86,10.0,165.92,1.64,7.5,0.06,0.15,179.34,6.82,0.22,2.73,10.0
94.0,68,185,43,10.0,474.9,1.65,7.5,0.0,0.17,379.2,4.74,0.0,2.73,2.0
55.0,41,75,16,3.33,251.35,1.0,3.15,0.62,0.25,123.36,3.0,0.23,1.29,0.0
84.0,51,205,31,10.0,309.32,0.02,7.5,0.98,0.32,198.76,5.34,0.24,3.05,3.0
107.0,55,178,48,10.0,399.62,1.66,7.08,0.03,0.21,402.5,1.84,0.22,2.49,7.0
247.0,52,191,32,10.0,287.21,3.89,6.93,0.0,0.19,309.15,10.42,0.23,3.02,2.0
119.0,8,195,112,6.67,617.74,4.87,7.5,0.02,0.25,633.44,16.85,0.0,2.88,8.0
8.0,3,19,9,0.0,168.2,3.0,0.18,-1.0,0.62,9.16,34.4,0.0,1.2,0.0
97.0,51,197,39,10.0,245.89,0.0,7.5,0.2,0.16,181.14,0.65,0.22,2.72,1.0
51.0,19,94,33,10.0,639.83,4.35,2.62,0.0,0.27,146.48,26.12,0.26,3.32,7.0
65.0,37,196,45,10.0,266.68,0.16,7.5,0.02,0.02,165.87,0.0,0.0,2.98,9.0
199.0,76,192,49,10.0,443.77,0.15,7.5,0.0,0.45,299.36,8.02,0.24,2.81,8.0
75.0,53,202,39,10.0,242.52,0.55,7.5,0.01,0.25,165.47,0.98,0.24,2.62,1.0
113.0,47,182,33,6.67,194.54,2.9,7.5,0.05,0.37,215.31,24.3,0.22,2.76,1.0
100.0,47,165,43,10.0,275.19,0.37,6.67,0.0,0.17,183.38,1.83,0.24,2.58,7.0
342.0,45,140,44,3.33,358.07,1.0,5.42,0.76,0.43,276.09,27.19,0.27,2.24,0.0
108.0,88,202,74,10.0,355.82,0.45,7.5,0.0,0.56,396.19,5.76,0.22,2.92,6.0
90.0,43,199,29,10.0,401.64,0.95,7.5,0.85,0.14,203.03,4.82,0.22,2.67,7.0
57.0,47,200,41,10.0,412.1,0.1,7.5,0.0,0.09,310.46,0.51,0.24,2.83,6.0
137.0,51,195,16,6.67,315.34,1.15,7.5,0.08,0.28,242.63,5.54,0.24,2.83,0.0
99.0,52,114,11,10.0,294.57,0.25,3.24,0.0,0.19,140.34,4.55,0.48,3.23,0.0
25.0,32,75,4,0.0,94.35,0.0,3.96,1.68,0.04,30.89,-1.0,0.0,1.55,0.08
123.0,40,207,57,10.0,307.05,2.97,7.5,0.13,0.27,385.51,9.13,0.0,3.29,4.0
109.0,6,185,29,10.0,165.45,1.68,7.5,0.0,0.36,170.2,10.21,0.0,2.77,5.0
71.0,7,117,25,0.0,172.46,0.24,4.79,0.02,0.24,90.25,2.89,0.0,2.41,6.32
3.0,10,6,6,0.0,710.5,0.0,0.0,-1.0,1.0,16.72,13.0,0.0,2.5,0.0
71.0,36,206,65,10.0,134.18,2.1,7.5,1.16,0.25,145.74,4.97,0.0,2.95,7.89
213.0,36,186,94,5.0,285.89,2.86,7.5,0.33,0.59,319.32,8.18,0.0,2.92,5.0
140.0,8,188,64,10.0,263.41,0.59,7.5,0.06,0.31,308.45,5.38,0.0,2.87,6.0
13.0,44,87,14,0.0,212.23,3.42,2.47,0.31,0.0,58.62,1.08,0.62,3.85,0.0
49.0,7,44,11,0.0,238.0,5.62,2.32,0.02,0.2,78.25,16.0,0.0,0.62,0.0
109.0,44,205,70,10.0,299.08,0.11,7.5,0.01,0.24,262.18,0.35,0.0,3.13,8.0
73.0,36,205,73,10.0,430.1,0.08,7.5,0.04,0.11,331.0,0.87,0.0,3.08,7.0
27.0,0,60,10,0.0,123.21,3.74,2.5,-1.0,0.19,104.49,4.83,0.0,0.84,0.0
150.0,44,187,32,5.0,260.71,2.51,7.5,0.23,0.46,275.88,30.51,0.22,2.77,8.0
128.0,31,187,17,10.0,147.82,0.21,7.5,1.65,0.19,93.44,0.7,0.22,2.82,2.0
84.0,17,204,36,10.0,190.03,1.5,7.5,0.23,0.12,193.47,4.08,0.0,3.16,6.0
20.0,29,75,7,0.0,141.44,0.5,3.33,0.08,0.0,57.92,0.0,0.21,2.26,0.03
84.0,9,181,45,10.0,207.53,1.53,7.5,0.94,0.2,224.6,5.89,0.0,2.53,5.0
94.0,39,161,24,5.0,316.8,2.72,6.88,0.19,0.28,191.61,14.94,0.24,2.5,5.12
164.0,39,145,26,0.0,214.43,3.49,6.46,1.62,0.44,287.12,30.26,0.25,2.47,0.25
40.0,27,84,25,5.0,275.12,1.93,2.86,0.01,0.4,118.02,26.59,0.31,3.24,5.0
59.0,26,183,43,10.0,250.34,1.27,7.5,0.07,0.19,229.94,3.95,0.0,2.92,8.0
64.0,22,196,19,5.0,240.71,2.79,7.5,0.15,0.06,186.27,12.77,0.0,2.87,5.0
92.0,39,183,55,10.0,365.24,3.32,7.5,0.16,0.22,299.53,13.54,0.22,2.69,6.0
55.0,40,204,32,10.0,120.05,0.47,7.5,0.25,0.05,98.01,0.0,0.0,2.95,5.0
165.0,19,184,43,5.0,185.58,1.65,7.5,0.58,0.16,186.94,17.33,0.0,2.69,5.0
83.0,0,196,80,10.0,398.84,4.06,7.5,0.25,0.07,293.54,3.92,0.0,2.97,8.0
18.0,7,35,14,0.0,82.36,0.27,2.71,1.31,0.0,41.29,-1.0,0.0,0.36,0.0
51.0,44,216,20,5.0,351.69,3.86,7.5,0.14,0.08,211.93,11.76,0.22,3.13,5.0
106.0,35,187,44,5.0,210.19,3.14,7.5,1.24,0.07,161.92,4.69,0.15,2.79,8.0
72.0,45,215,37,10.0,349.3,8.21,7.5,0.1,0.14,373.35,16.05,0.21,3.05,8.0
80.0,22,225,64,10.0,248.38,2.64,7.5,1.03,0.25,224.88,7.68,0.15,2.59,8.0
47.0,7,182,25,0.0,78.26,0.51,7.5,5.24,0.06,48.12,2.55,0.0,2.76,0.0
64.0,39,83,20,0.0,230.5,0.05,3.93,0.34,0.5,103.21,6.58,0.43,2.48,1.0
78.0,41,184,25,0.0,106.95,0.11,7.5,0.89,0.36,84.15,2.54,0.21,2.85,5.0
66.0,36,144,24,10.0,238.57,2.86,5.83,-1.0,0.27,126.3,9.24,0.25,2.65,5.0
77.0,39,183,56,10.0,181.47,2.71,7.5,0.98,0.13,195.59,6.69,0.22,2.74,9.0
113.0,41,177,89,10.0,302.95,2.31,7.5,0.13,0.13,198.67,3.63,0.0,2.62,8.0
94.0,27,170,50,5.0,147.54,0.22,7.5,0.04,0.35,144.54,4.32,0.0,2.46,5.0
66.0,39,208,36,10.0,199.45,2.32,7.5,0.02,0.03,188.5,6.32,0.22,2.61,9.31
58.0,26,178,48,5.0,215.54,3.16,7.5,0.03,0.14,218.55,3.67,0.0,2.56,5.0
31.0,7,128,5,10.0,47.21,0.79,5.0,3.51,0.0,38.07,-1.0,0.0,2.57,1.0
62.0,24,67,30,0.0,435.37,10.47,3.54,1.16,0.34,144.74,58.61,0.0,1.06,6.0
152.0,45,196,46,10.0,403.18,7.27,6.88,0.53,0.27,367.95,46.66,0.22,3.05,8.0
83.0,29,144,20,0.0,176.76,1.03,6.46,0.03,0.36,129.0,9.6,0.0,2.37,1.0
42.0,0,76,32,0.0,219.3,3.05,2.98,0.01,0.12,172.1,7.75,0.0,1.9,0.0
94.0,36,124,8,10.0,175.0,2.34,5.42,0.01,0.39,82.75,18.67,0.29,2.48,0.89
15.0,0,37,17,0.0,97.58,0.18,1.88,0.77,0.27,29.01,0.0,0.0,1.0,0.0
283.0,10,35,30,0.0,120.88,0.18,2.5,5.17,0.18,130.27,12.59,0.0,0.29,0.0
34.0,21,71,16,5.0,101.79,3.84,3.12,0.96,0.21,37.02,5.79,0.0,1.84,4.95
21.0,29,61,12,0.0,74.0,0.24,3.54,0.87,0.1,53.31,0.72,0.21,0.94,5.0
50.0,46,83,15,0.0,414.42,1.89,3.54,0.0,0.24,122.14,1.37,0.25,1.67,0.0
98.0,320,230,79,10.0,229.82,3.05,7.5,9.15,0.26,165.37,12.08,0.0,3.74,9.0
36.0,39,125,9,0.0,215.28,2.25,5.0,0.0,0.08,70.25,7.0,0.35,2.76,0.15
29.0,52,89,6,10.0,355.75,4.4,2.29,0.03,0.24,77.23,19.53,0.56,4.2,1.0
37.0,0,120,3,0.0,21.04,0.15,5.0,1.09,0.14,8.64,1.26,0.0,2.3,0.0
5.0,0,4,68,0.0,27.75,1.0,0.0,8.0,0.0,2.08,-1.0,0.0,0.0,0.0
77.0,36,203,24,5.0,324.13,2.14,7.5,0.5,0.23,153.58,6.13,0.2,3.26,3.0
28.0,0,41,14,0.0,128.85,0.0,2.5,1.68,0.04,60.05,-1.0,0.0,1.21,0.0
47.0,10,54,12,0.0,156.13,0.0,2.5,0.0,0.11,59.07,0.0,0.07,1.0,0.0
79.0,103,193,84,10.0,412.59,5.82,7.5,0.46,0.18,421.41,14.59,0.23,2.97,8.0
44.0,28,84,27,0.0,142.22,0.75,4.58,1.86,0.2,105.81,9.64,0.31,2.08,0.0
78.0,40,123,22,10.0,120.62,0.08,5.0,0.0,0.06,38.87,0.78,0.33,2.44,1.0
65.0,48,168,43,10.0,172.59,2.17,5.62,0.26,0.26,107.5,7.89,0.24,2.68,2.0
99.0,24,113,34,0.0,165.08,0.04,5.0,0.02,0.47,88.57,10.0,0.19,1.88,0.0
65.0,0,28,5,0.0,165.64,0.0,1.96,0.46,0.35,61.28,3.43,0.0,0.21,0.0
33.0,41,103,19,5.0,186.96,1.67,4.79,0.05,0.09,117.21,7.22,0.32,2.0,0.0
54.0,39,138,60,5.0,244.28,4.27,5.42,0.74,0.24,175.19,21.17,0.28,2.62,7.0
95.0,51,190,66,5.0,306.36,8.61,7.5,0.0,0.23,317.72,24.51,0.25,2.82,1.26
146.0,10,198,50,10.0,222.66,1.08,7.5,0.81,0.68,217.98,23.21,0.0,3.0,6.0
69.0,44,150,65,10.0,204.42,3.03,5.83,0.17,0.33,219.03,21.06,0.29,2.52,5.0
300.0,21,78,17,0.0,376.0,3.38,2.95,0.01,0.36,209.48,25.48,0.21,1.12,0.0
86.0,48,149,41,10.0,150.71,1.1,5.83,0.44,0.22,64.69,4.97,0.29,2.43,5.0
98.0,14,110,15,0.0,213.44,0.79,5.0,1.01,0.26,79.06,6.54,0.08,2.16,0.0
44.0,18,55,12,0.0,173.06,0.0,2.53,1.07,0.05,83.42,0.0,0.0,1.06,0.01
89.0,44,198,70,0.0,356.03,2.24,7.5,0.0,0.33,213.06,14.39,0.22,3.21,6.0
79.0,51,207,74,5.0,310.58,4.03,7.5,0.97,0.09,218.01,18.08,0.23,3.11,8.0
54.0,34,141,59,10.0,266.17,0.8,5.83,0.05,0.15,85.3,2.1,0.28,2.42,8.0
183.0,47,139,36,0.0,489.28,3.34,5.21,0.12,0.29,292.86,30.86,0.29,2.77,1.0
63.0,39,167,49,10.0,177.69,1.41,7.5,1.3,0.22,103.14,1.41,0.22,2.18,10.0
80.0,42,182,55,0.0,328.46,2.27,7.5,0.04,0.33,237.35,11.87,0.23,2.78,1.0
162.0,43,124,48,0.0,320.3,1.15,5.0,0.92,0.48,152.43,29.92,0.32,2.89,6.0
19.0,0,47,23,0.0,131.08,1.85,2.5,0.07,0.11,49.27,2.0,0.0,1.57,0.0
86.0,40,134,85,5.0,348.33,4.19,5.0,0.15,0.1,250.5,11.92,0.33,2.89,8.0
78.0,41,185,47,5.0,209.94,1.6,6.46,0.01,0.05,176.82,1.66,0.22,2.95,8.0
156.0,39,162,69,10.0,326.22,3.88,6.04,0.0,0.26,212.54,6.58,0.27,2.94,8.0
191.0,61,196,162,10.0,422.32,3.1,7.5,0.6,0.25,201.19,8.79,0.22,3.12,8.0
60.0,39,178,92,10.0,239.24,0.61,7.5,0.06,0.08,132.86,2.64,0.22,2.45,10.0
93.0,44,200,34,10.0,265.11,5.86,7.5,0.02,0.46,374.13,13.65,0.2,2.65,2.0
98.0,45,215,114,10.0,269.19,2.79,7.5,0.44,0.18,202.48,9.08,0.24,3.31,8.0
92.0,27,159,51,0.0,228.94,1.88,5.83,0.05,0.58,169.45,15.52,0.0,3.06,8.0
75.0,71,159,53,10.0,448.37,6.07,5.42,0.1,0.12,240.99,17.34,0.28,3.0,5.0
66.0,31,150,38,0.0,242.56,2.44,6.25,0.49,0.03,158.03,6.12,0.0,2.24,6.35
82.0,92,187,69,10.0,335.19,4.85,7.5,0.01,0.11,242.66,16.68,0.25,2.53,5.0
73.0,30,185,41,10.0,300.0,1.92,7.5,0.3,0.19,277.47,5.84,0.0,2.58,3.0
59.0,61,179,88,10.0,200.51,0.42,7.5,1.38,0.14,120.52,0.35,0.22,2.65,10.0
57.0,10,45,12,0.0,125.06,0.17,2.92,0.42,0.35,50.98,2.0,0.0,0.82,0.0
48.0,3,139,77,10.0,135.0,0.62,6.25,1.05,0.02,107.14,0.0,0.0,2.18,10.0
53.0,39,164,25,10.0,205.44,2.68,6.46,0.02,0.06,172.53,1.53,0.25,2.44,2.0
17.0,0,36,4,0.0,40.92,0.0,2.5,6.97,0.12,16.36,-1.0,0.0,0.86,0.0
77.0,58,140,53,0.0,460.85,5.82,6.25,0.35,0.16,372.97,21.45,0.29,2.32,2.0
151.0,39,187,78,0.0,446.62,9.86,7.5,0.0,0.23,414.38,46.08,0.0,3.0,5.0
135.0,27,111,15,0.0,261.88,2.85,5.0,0.38,0.16,158.52,12.04,0.0,2.25,0.0
106.0,55,139,89,5.0,321.47,1.32,6.25,0.01,0.1,311.55,7.53,0.29,2.39,2.0
167.0,48,185,124,10.0,411.74,3.16,7.5,0.02,0.22,448.9,26.13,0.22,2.88,6.0
27.0,0,20,3,0.0,115.73,0.0,1.61,0.84,0.07,26.35,-1.0,0.0,0.0,0.0
23.0,0,52,149,0.0,81.25,1.24,3.12,0.76,0.17,17.11,0.0,0.0,0.76,0.01
102.0,44,186,54,10.0,378.65,2.05,7.5,0.16,0.19,286.06,5.51,0.22,2.66,5.0
11.0,10,31,4,0.0,159.6,0.0,1.85,0.06,0.0,39.14,-1.0,0.0,0.9,0.0
76.0,36,99,37,10.0,281.96,2.8,4.38,0.05,0.45,120.98,20.04,0.33,2.22,3.0
34.0,8,116,20,0.0,226.7,2.43,4.17,0.0,0.12,130.71,5.0,0.0,2.71,1.11
18.0,25,53,8,0.0,120.6,0.5,3.04,0.0,0.0,66.64,0.0,0.33,0.95,0.0
64.0,47,108,20,0.0,246.0,2.36,5.0,1.96,0.3,164.48,14.6,0.33,2.0,0.0
52.0,47,112,24,0.0,167.92,1.59,5.0,0.01,0.25,90.75,10.12,0.32,2.36,0.0
49.0,48,144,16,0.0,179.15,1.36,6.46,0.29,0.06,164.92,1.82,0.26,2.3,0.42
165.0,38,167,46,6.67,151.18,1.83,6.25,0.89,0.34,139.25,7.25,0.22,2.46,6.38
47.0,0,82,18,0.0,68.33,0.0,3.75,2.12,0.47,49.03,-1.0,0.0,2.3,0.06
60.0,46,139,4,0.0,229.11,1.18,5.21,0.26,0.42,120.56,4.33,0.0,2.79,0.06
50.0,25,190,54,10.0,230.61,0.05,7.5,0.57,0.0,105.37,-1.0,0.0,2.83,2.0
62.0,42,197,60,0.0,205.67,0.59,7.5,0.03,0.26,177.3,2.23,0.0,2.62,6.0
88.0,36,183,44,10.0,344.54,1.4,6.52,0.32,0.32,194.03,1.41,0.0,2.66,3.0
62.0,39,135,37,6.67,340.53,3.27,5.06,1.33,0.15,128.13,8.13,0.19,2.31,1.0
29.0,20,82,26,0.0,279.8,0.0,3.04,0.0,0.17,93.5,0.0,0.0,3.06,0.0
87.0,17,208,82,10.0,347.13,0.03,7.5,0.73,0.1,233.53,0.0,0.0,3.08,8.0
45.0,30,77,27,10.0,337.33,1.0,2.5,0.06,0.36,46.95,0.87,0.33,3.0,2.0
80.0,47,206,81,10.0,305.33,0.08,7.5,0.6,0.07,197.45,-1.0,0.22,3.02,10.0
88.0,34,169,81,6.67,394.89,6.69,6.46,0.0,0.27,188.31,32.06,0.0,2.59,2.0
105.0,32,197,49,10.0,425.56,3.87,7.5,0.01,0.1,297.32,13.26,0.0,2.55,1.0
74.0,30,92,36,0.0,232.26,2.39,3.75,0.54,0.3,128.1,16.61,0.29,1.86,0.0
56.0,45,212,85,10.0,341.9,0.28,7.5,1.59,0.2,257.23,1.5,0.23,3.39,9.0
255.0,34,218,85,10.0,887.11,1.59,7.5,0.98,0.21,601.62,8.16,0.22,3.48,6.0
42.0,27,196,40,0.0,183.05,0.76,6.46,0.04,0.05,102.58,2.32,0.0,2.97,1.0
29.0,13,58,24,0.0,117.56,0.0,2.92,0.44,0.0,62.65,-1.0,0.0,1.33,3.29
57.0,21,78,31,0.0,195.76,0.06,3.12,2.97,0.25,108.48,1.44,0.0,2.37,1.0
230.0,21,106,40,3.33,421.41,0.7,4.38,0.25,0.23,234.98,7.11,0.0,1.97,1.0
42.0,32,155,40,0.0,127.61,0.63,6.67,0.44,0.1,135.92,5.69,0.0,2.24,4.0
129.0,28,176,51,10.0,491.33,2.92,5.42,0.12,0.24,238.52,22.81,0.14,2.84,5.0
58.0,37,127,34,10.0,282.15,1.88,4.79,0.01,0.22,168.8,4.19,0.28,2.64,2.0
33.0,21,67,18,6.67,544.21,3.29,1.4,0.0,0.3,80.0,6.0,0.2,3.13,0.0
90.0,15,115,23,0.0,271.04,1.0,5.0,0.04,0.54,171.23,27.92,0.0,2.58,1.0
107.0,21,157,44,0.0,400.91,1.97,6.04,0.17,0.15,216.59,14.94,0.0,2.54,2.0
54.0,45,145,37,10.0,427.19,1.31,5.62,0.01,0.13,200.09,1.4,0.28,2.5,2.0
66.0,39,192,62,10.0,271.13,1.76,6.25,0.21,0.14,275.02,10.62,0.22,3.18,2.0
90.0,30,195,89,10.0,366.37,1.0,7.29,0.01,0.16,217.9,3.97,0.0,2.8,8.0
60.0,32,205,52,10.0,340.29,3.14,7.5,0.05,0.15,252.81,11.36,0.0,3.15,7.0
95.0,44,184,64,10.0,192.49,0.3,7.5,0.48,0.01,235.92,0.0,0.22,2.65,7.0
36.0,3,39,9,0.0,82.86,0.0,2.5,3.52,0.31,50.98,0.57,0.0,0.64,0.0
362.0,41,214,70,10.0,334.39,0.21,7.5,0.02,0.48,443.21,5.68,0.22,3.26,10.0
102.0,19,175,61,10.0,590.32,3.16,5.83,0.11,0.23,350.7,29.09,0.0,3.14,4.0
147.0,25,209,77,6.67,712.98,11.11,7.5,0.19,0.23,438.01,65.92,0.0,3.32,3.97
15.0,37,59,76,0.0,375.0,0.0,0.0,0.05,0.47,35.53,5.33,1.0,5.0,0.0
5.0,0,14,17,0.0,56.5,0.0,0.71,9.65,0.0,3.52,-1.0,0.0,1.5,0.0
71.0,66,241,69,10.0,397.32,4.69,7.5,0.54,0.2,271.88,9.05,0.22,3.56,8.0
58.0,53,197,47,6.67,134.69,0.34,7.5,0.93,0.1,98.07,1.32,0.22,2.49,5.0
57.0,25,86,37,0.0,472.2,2.85,2.38,0.0,0.51,121.21,23.3,0.15,2.43,0.0
272.0,28,222,60,10.0,467.03,0.08,7.5,0.14,0.32,562.57,5.63,0.0,3.18,4.0
